LAT;LONG;FULL_NAME_RG
9.480556;-13.753056;Factory Island
9.480556;-13.753056;Casa
11.783333;-10.633333;Mooya Kourou
9.333333;-10.483333;Karedji
9.739444;-13.176111;Guéyafiri
9.779444;-13.134722;Kouradi
11.016667;-12.916667;Sakoma
9.271944;-13.333611;Forikaria, Rivière
9.271944;-13.333611;Forécariah
9.271944;-13.333611;Forécaria
9.271944;-13.333611;Foricarriah, Rivière
9.271944;-13.333611;Kissi-Kissi
9.35;-10.216667;Bombadou
11.333333;-10.833333;Fansa
12.133333;-13.6;Katchari
8.343056;-8.999722;Forogo
9.85;-13.787778;Bendefikne
9.85;-13.787778;Bendéfikhé
9.558333;-13.489444;Kitémba
9;-8.75;Kissaoro
11.2;-10.033333;Faragbé
8.65;-8.266667;Gbarakouroudougou
8.466667;-8.65;Diéoulénou
12.6;-13.666667;Sintiân Foulamansa
12.6;-13.666667;Sinntian Foulamansa
11.35;-10.433333;Tabakorodala
9.902222;-13.804722;Kaléma
11.7;-10.6;Bandiaya, Fello
11.683333;-11.916667;Idia, Fello
11.266667;-10.15;Cirafifa
9.267778;-13.419722;Matakong, Île
9.267778;-13.419722;Matacong, Île
10.416667;-12.4;Missira
10.416667;-12.4;Misira
10.7;-14.6;Zèbre, Pointe du
8.75;-10.383333;Yourouadou
11.583333;-14.2;Boulléhéla
11.583333;-14.2;Bouléhéla
12.55;-13.45;Kamboua
11.7;-10.75;Kambaya
10.683333;-13.6;Sodioré
11.2;-10.383333;Kegni, Kourou
8.75;-9.716667;Louvou
10.566667;-12.1;Fédougou
10.933333;-9.733333;Hérémakono
11.666667;-14.133333;Tiamou, Vendou
11.666667;-14.133333;Tiaourani, Vendou
11.666667;-14.133333;Tiaurane, Vendu
11.666667;-14.133333;Chaurali, Vendu
12.583333;-13.116667;Ussik
11.916667;-13.666667;Jum, Rio
11.916667;-13.666667;Djun
11.916667;-13.666667;Dioung
10.85;-12.95;Takan
8.95;-10.016667;Songodou
11.683333;-13.65;Guidali Koutiouri
11.683333;-13.65;Guidali
7.883333;-9.15;Lépolo Ya
11.1;-14.85;Kabougani
11.1;-14.85;Kaboungani
10.8;-9.483333;Ounou
9.25;-9.633333;Oumbaya
10.616667;-13.333333;Balouma, Mont
8.478611;-9.626111;Moïdiaro
10.85;-14.783333;Capsine
10.85;-14.783333;Capsin
10.85;-14.783333;Kapsinn
10.85;-14.783333;Kapsine
9.116667;-10.45;Saré
9.508056;-13.763056;Amarante, Pointe de l’
11.6;-10.816667;Fellé
8.728889;-9.710278;Vassara
12.433333;-13.2;Sémini
12.433333;-13.2;Sénini
11.933333;-10.316667;Soubaraya
8.645556;-9.639444;Kolouma
10.383333;-10.15;Sérékoroba
8.470833;-10.03;Sassama
9.408889;-13.282778;Bonko
8.5;-8.65;Diadougou
9.462222;-13.507778;Siba
8.739167;-10.333333;Bendou
9.133333;-10.066667;Brouadou
9.133333;-10.066667;Broadou
9.016667;-10.433333;Sarro
8.616667;-10.016667;Mimbé
8.516667;-7.933333;Fié
9.233333;-9.916667;Yalankié
7.456667;-9.216944;Mangankoya
9.183333;-12.966667;Pamélao
9.183333;-12.966667;Pamélap
9.183333;-12.966667;Pamalap
10.016667;-13.05;Kanté
8.524444;-9.5075;Baou
12.183333;-13.016667;Vélia, Félo
9.35;-9.2;Langourima
8.616667;-7.8;Kouéman
9.533333;-12.733333;Santhia
9.133333;-10.466667;Yogboma
11.916667;-12.783333;Safa
8.941944;-9.929167;Boukoussou
12.483333;-13.333333;Diamel
10.733333;-13.95;Guémédi, Montagne de
8.783333;-10.166667;Tinkia
12.016667;-13.216667;Gadji
10.583333;-11.483333;Kobilato
10.583333;-11.483333;Kobilado
11.85;-10.766667;Niaméra, Fello
11.333333;-10.75;Moukibodébé
8.608611;-9.298889;Lassao
8.608611;-9.298889;Lassaou
8.216667;-9.383333;Dazaguizi
11.416667;-10.85;Téliaga
8.6;-9.2;Sibily
11.183333;-11.9;Kondiori
8.813611;-9.745556;Koboya
8.633333;-8.9;Ouéléba
11.25;-10.083333;Konitouba
8.956389;-9.333056;Moria
9.95;-10.45;Bafeela
9.95;-10.45;Bafela
9.95;-10.45;Arpela
8.683333;-8.733333;Saadougou
10.7;-10.133333;Koundian
7.9;-9.4;Balaraia
11.6;-10.95;Gouétéla
12.333333;-13.316667;Saré Djimi
12.30103;-11.454161;Kessé
12.079244;-11.04185;Diaouloko
12.017619;-11.021253;Saobéré
12.185293;-11.015358;Kéniékéniéma
12.151009;-11.612588;Ikioko
12.351685;-11.448024;Fadoulou
10.7;-10.85;Konindou
12.2192;-12.9302;Ouéniani
12.2192;-12.9302;Guéniani
11.016667;-11.933333;Kounda, Bowal
11.016667;-11.933333;Kounda, Booual
9.416667;-9.283333;Diraya
9.416667;-9.283333;Yradou
8.45;-8.283333;Shon
9.166667;-7.933333;Bakokoro
9.816667;-8.1;Bakélé, Rapides de
9.116667;-10.25;Kondero
10.716667;-13.333333;Misa
9.55;-9.15;Mira
10.233333;-10.083333;Bora
8.883333;-9.083333;Loya
10.366667;-10.05;Dialaman Madiha
10.8;-14.3;Dioumaya
10.8;-14.3;Natampom
10.8;-14.3;Tingouepguoep
11.016667;-11.266667;Tékoulou
8.801667;-9.760833;Teguebeya
7.466667;-8.866667;Zoton
11.85;-11.15;Yangueya
9.216667;-10.133333;Tambyandou
9.216667;-10.133333;Tambiandou
10;-10.75;Tieko
7.466667;-8.8;Tiégréton
9.25;-10.316667;Yomadou
9;-10.183333;Boani
11.116667;-9.983333;Lélé
9.016667;-10.05;Léla
7.65;-9.216667;Ouloupouloui
9.666667;-8.5;Kankan, Réserve Partielle de Faune de
11.333333;-10.683333;Diboli
11.1;-10.7;Faranadjiah
11.233333;-10.666667;Pelloye Guinki
9.2;-10.5;Gbaye
8.383333;-10.65;Félé
10.6;-11.733333;Hériko
11.083333;-10.483333;Hérémacono
8.733333;-8.866667;Sinédougou, Col de
10.183333;-10.216667;Balé
9.416667;-10.4;Konkoa
11;-14.216667;Darkassaki
11.816667;-11.966667;Dara Nianou
8.4;-8.6;Moribouédougou
8.7;-8.9;Moribadougou
8.416667;-10.45;Foa
9.2;-9.316667;Bougban
9.066667;-10.25;Douadou
11.083333;-10.516667;Dabaya
11.883333;-10.9;Oré Séguéréfougou, Bowal
11.4;-14.3;Bantalaré
8.683333;-8.35;Banssédougou
7.833333;-9.35;Maloba Yé
10.7;-9.683333;Malimané
10.566667;-15;Compony, Bancs
10.566667;-15;Compony Shoals
11.016667;-12.983333;Marga
7.908056;-9.327222;Maraou
10.233333;-9.816667;Sokourakoro
8.816667;-9.699167;Logbo
11.383333;-10.883333;Korobaleya
8.75;-8.116667;Gouessoba, Cornes de
11.3;-10.733333;Gouba
7.833333;-9.266667;Ari Ya
8.35;-9.083333;Ara
8.55;-10.015;Kolobingo
9.066667;-10.166667;Saadou
11.466667;-10.666667;Kévédji
12.016667;-13.5;Galapara
11.983333;-10.8;Sankiri, Bowal
8.45;-10.616667;Bassédou
9.716667;-13.1;Samaninké
11.383333;-10.616667;Bouméko
9;-9.316667;Salamalé
12.216667;-8.983333;Sala
9.56;-13.5925;Tanneneh, Rivière
9.56;-13.5925;Tabounsou
10.766667;-10.466667;Sérifouya
7.716667;-9.116667;Bago Ya
10.883333;-14.666667;Kassoumba
10.883333;-14.666667;Kassomba
12.15;-13.516667;Kassara
10.25;-14.333333;Bikhakhabadé
11.083333;-10.35;Laminia
8.816667;-10.083333;Lambi
11.966667;-12.533333;Sintiou
11.966667;-12.533333;Sinthiou
12.533333;-13.633333;Sintiân Braïma
12.533333;-13.633333;Sinntian Braïma
9.183333;-10.233333;Banayi
10.733333;-12.8;Kottoto
8.7;-10.416667;Ymili
9.25;-10.2;Yingubé
9.7;-10.316667;Ténémamouria
8.766667;-10.366667;Témessadou
8.866667;-9.983333;Toli
9.936389;-13.718056;Kolo
9.913333;-13.8075;Karamokouya
9.273333;-13.263889;Soulémandabon
9.208056;-13.040278;Kabaya
10.95;-8.25;Kéda
10.216667;-10.7;Birissa
9.1;-10.316667;Birayi
8.911667;-10.191389;Kondou
8.535;-9.579444;Doussoudiaradou
8.535;-9.579444;Doussoudianadou
11.166667;-13.75;Borou
9.516667;-10.383333;Borokoro
10.633333;-9.716667;Madina
11.683333;-10.433333;Madi
12.483333;-13.466667;Némataba
9.783333;-12.516667;Santa
7.521944;-9.278889;Gbamou
8.732778;-9.022778;Fassinédou
8.65;-8.716667;Diénékoro
9.283333;-10.533333;Niandanwaro
7.616667;-9.216667;Nian
9.5;-13.2;Safakhouré
9.5;-13.2;Sabakouré
8.783333;-8.366667;Malamala
7.833333;-9.35;Makouyé
10.233333;-14.15;Kissing
8.920278;-9.175833;Ferédou
8.65;-8.7;Boubaro
11.516667;-12.866667;Botovel, Fello
8.609722;-10.436944;Yaladou
8.627778;-9.7925;Bèlélazou
9.233333;-10.316667;Kourita
8.681389;-9.588889;Taninézou
8.816667;-10.55;Youmalé
11.866667;-10.8;Tiankounbové
8.733333;-10.45;Yarandou
8.866667;-9.766667;Yarakambaria
8.466667;-10.016667;Tonkoulé
10.55;-11.783333;Tiangui
10.55;-11.783333;Tigué
8.45;-10.583333;Tongola
10.116667;-12.783333;Kirita
9.333333;-8.35;Kessou
8.65;-9.633333;Balouma
10.7;-12.8;Kora
8.7625;-10.336944;Demba
8.9;-8.433333;Fakourounou
10.083333;-10.966667;Séguédénia
8.933333;-10.316667;Ouranga
10.95;-15;Kantongondébéré
11.216667;-10.95;Niaria, Fello
10.6;-12.966667;Tondon
10.6;-13.466667;Yesoulou
10.6;-13.466667;Yesouloun
8.433333;-8.75;Yéréourou
8.716667;-9.933333;Tiomolo
9.216667;-10.033333;Bayan
11.216667;-10.783333;Kourako
7.454722;-9.023889;Haoulo
7.454722;-9.023889;Saouro
11.366667;-14.35;Hamdallaye
11.366667;-14.35;Hamdallay
8.483333;-10;Simbékoroma
9.233333;-8.733333;Koniani
10.566667;-14.666667;Dapiar, Banc de
10.566667;-14.666667;Dapecara Patch
10.566667;-14.666667;Dapierre, Banc de
9.366667;-10.683333;Bambadou
9.366667;-10.683333;Bongbédougou
9.366667;-10.683333;Bambadougou
11.166667;-10.983333;Kéréouol
10.283333;-11.4;Boketto
10.283333;-11.4;Boketo
10.283333;-11.4;Bokélo
9.05;-10.033333;Falamba
11.483333;-10.65;Ouro Fello
10.283333;-14.4;Moriyagbé
10.283333;-14.4;Moriagbè
11.633333;-11.466667;Gonkou, Fello
10.85;-12.366667;Andalaye
10.65;-14.666667;Alouette, Pointe
8.699444;-10.452222;Kolifa
11.7;-10.733333;Noumoula
11.133333;-10.933333;Kalinko
10.616667;-12.183333;Boullivel
10.616667;-12.183333;Boulivel
8.590556;-10.232222;Kouméli
8.766667;-9.75;Kaizoma
8.890556;-10.269722;Douboudou
11.433333;-10.833333;Doubéré
8.6;-9.266667;Ouaba
11.3;-10.95;Orougui
10.35;-12.95;Kalékhouré
10.35;-12.95;Knalo Kouré
9.25;-10.616667;Lomboni
11.3;-11.316667;Faran
11.3;-11.316667;Fangan
8.592778;-9.077222;Ouyaba
10.1;-10.9;Farimfé
10.1;-10.9;Karime
10.1;-10.9;Karimfé
11.25;-11.216667;Babila
11.25;-11.216667;Bibila
10.066667;-11.116667;Kolonkoudé
8.866667;-10.266667;Kiéssané
11.4;-10.866667;Kidiré
9.137222;-13.109444;Marékaniya
9.137222;-13.109444;Mare Aniya
11.3;-14.55;Kandiétéré
8.544444;-10.027222;Bassialo
9.4;-9.75;Soro
11.183333;-10.4;Sambaya Dialonké
8.783333;-8.883333;Tourella
11.166667;-10.9;Soundèye
10.55;-12.6;Soumpo
9.1;-10.45;Tembélékonko
11.533333;-10.9;Téma
8.4;-10.55;Yendé
12.483333;-13.1;Tatine
9.216667;-10.383333;Tilikoro
8.603889;-9.021944;Ziabèlé
9.8;-13.216667;Foma
8.933333;-10.55;Follian
9.033333;-10.033333;Bélian
10.533333;-13.216667;Kolé
8.65;-9.6;Bozegréga
8.65;-9.6;Bezegrega
8.383333;-9.183333;Boyé
9.8;-9.933333;Manissalia
8.466667;-8.583333;Soubéssédougou
9.133333;-10.283333;Sossokoro
9.133333;-10.283333;Sosokoro
8.803333;-9.944722;Koundoudou
11.316667;-10.116667;Dentilia
10.266667;-11.8;Bokondio
12.083333;-11.983333;Litti
12.083333;-11.983333;Liti
12.083333;-11.983333;Kankakouré
12.083333;-11.983333;Litty Rivière
8.45;-8.283333;Famossédougou
11.733333;-10.55;Famméré, Fello
9.116667;-10.216667;Dingué
9.116667;-10.216667;Dinké
10.383333;-13.85;Bota
10.383333;-13.85;Bola Rivière
10.383333;-13.85;Bolo
9.283333;-10;Bangbadou
8.044722;-9.306944;Nonbohouota
10.15;-14.033333;Koumbadanta
10.15;-14.033333;Cumba Danta
10.15;-14.033333;Koumbadantan
10.15;-14.033333;Mamadouïa
9.166667;-8;Koumandougou
8.616667;-10.2;Yaadou
11.033333;-10.133333;Tambiko
8.966667;-8.3;Bédougou
11.516667;-11.116667;Kokoun
11.516667;-11.116667;Kokoung
8.635556;-9.559444;Niokozou
8.466667;-9.366667;Poboguié
10.066667;-10.95;Baleya
10.066667;-10.95;Balaya
10.85;-11.05;Kéniéko
8.05;-8.166667;Bogho
8.05;-8.166667;Boho
9.416667;-12.75;Bofio
11.866667;-10.783333;Lessenkoun
12.566667;-13.233333;Famani
11.783333;-11.416667;Karahon, Bowal
11.783333;-11.416667;Karahon, Booual
8.548056;-9.399722;Bèouma
7.726389;-9.195833;Ko Ya
8.533333;-10.583333;Léoua
11.55;-10.766667;Ouonsonsantari, Bowal
9.15;-10.516667;Sowadou
9.083333;-9.3;Souroukoudou
12.183333;-13.066667;Dagoré
11.516667;-10.233333;Matagania
11.683333;-10.5;Oré Gando
11.183333;-11.666667;Oré
9.366667;-13.083333;Kalako
8.933333;-8.916667;Diodio, Massif de
7.35;-8.983333;Baffala
8.566667;-10.566667;Komendé
11.45;-10.283333;Dalanindian
11.55;-10.3;Dalakourou
11.516667;-10.35;Dalacoundian
11.45;-10.7;Méta
9.95;-12.983333;Kimbissi
7.866667;-9.183333;Bongo Ya
8.877222;-10.300556;Bongboro
10.45;-12.85;Kossadé
8.75;-8.516667;Diakoro
7.283333;-9.133333;Doulo
8.766667;-8.666667;Doukouréla
8.766667;-8.666667;Doukourella
8.833333;-10.516667;Ouassaya
8.966667;-9.65;Ouaou
9.15;-10.65;Ouankadji
9.283333;-10.6;Furboya Bafe
9.283333;-10.6;Fourougbouya Bafé
9.283333;-10.6;Fourboya-Bafé
9.283333;-10.6;Bafé
9.283333;-10.6;Furboia Bafe
9.216667;-10.466667;Sandankoro
10.166667;-10.5;Sanbaya
10.166667;-10.5;Sambouya
10.933333;-12.983333;Sodio
11.033333;-14.866667;Kabakoulonto
12;-13.133333;Filabowal
7.447222;-9.081389;Dihaye
11.233333;-10.9;Diguidigui
9.15;-9.683333;Bandiraya
7.816667;-9.3;Ouin
7.816667;-9.3;Ouin Ouin
8.703889;-9.605556;Diataïdou
8.033333;-9.333333;Louyé
7.93;-9.178611;Louo
8.583333;-9.083333;Farako
11.9;-10.633333;Paté, Tiangol
11.7;-12.333333;Paraoual
11.016667;-12.683333;Kayel
9.233333;-10.25;Bindou
9.233333;-10.25;Bendou
10.5;-14.633333;Binari, Île
10.5;-14.633333;Kanonké, Île
10.5;-14.633333;Kanoké, Île
10.5;-14.633333;Dapecara Island
10.5;-14.633333;Botten, Île
10.5;-14.633333;Bénari, Île
10.5;-14.633333;Broat Island
8.842778;-9.836667;Firaoua
8.5;-8.833333;Findia
10.6;-11.166667;Bankokoro
9.15;-10.083333;Tamaniguédou
10.716667;-10.8;Taliko
9.566667;-10.15;Sangardo
8.75;-8.066667;Koingbélo
8.421667;-9.402222;Diomaï
8.421667;-9.402222;Dioma
12.25;-13.566667;Banir
9.6;-10.533333;Banian
7.516667;-9.05;Niangatéyé
8.716667;-9.916667;Fassazou
8.602778;-9.8575;Fassala
11.533333;-10.6;Pétéwol
8.634167;-10.194444;Kendou
10.566667;-13.583333;Guoguélanban
10.566667;-13.583333;Goguélamban
10.916667;-11.683333;Dantaré
9.383333;-12.9;Dansaha
11.216667;-10.583333;Montegondi
9.098056;-13.195;Monkourou
9.098056;-13.195;Moncourou
9.098056;-13.195;Monkuru
9.098056;-13.195;Mankourou
10.583333;-13.766667;Touba
8.516667;-8.1;Vahodougou
8.35;-8.966667;Forogo
9.033333;-8.966667;Bariro
9.033333;-9.866667;Bardou
9.033333;-9.866667;Baradou
10.083333;-10.083333;Béné
10.033333;-11.683333;Bendougou
9.183333;-10.683333;Kourouworo
9.25;-9.85;Dondian
11.783333;-10.716667;Domba
8.933333;-9.766667;Mantaranian
10.466667;-12.816667;Fontabourou
8.45;-10.466667;Dolambali
9.183333;-10.45;Mandou
9.95;-12.283333;Niagaia
9.95;-12.283333;Naigaya
10.316667;-10.016667;Nafagui
7.641111;-9.233333;Gpaole
7.641111;-9.233333;Gpaolé
9.85;-10.65;Sé
8.633333;-10.45;Sassankowa
9.05;-10.066667;Badangba
12.6;-13.116667;Kariako
9.5;-13.016667;Darry
9.5;-13.016667;Dakhi
9.362222;-13.169444;Bérika
11.316667;-12.283333;Labé
11.1;-14.45;Sirma
11.1;-14.45;Siriman
8.783333;-9.883333;Bambessou
9.383333;-10.633333;Bandankoro
9.2;-10.466667;Kambadou
10.666667;-12.75;Kamasoko
10.533333;-14.066667;Bourougna
11.666667;-10.85;Bouria
8.883333;-8.716667;Suessou
10.683333;-9.65;Dakani, Lac
9.883333;-12.45;Médina Oula
9.883333;-12.45;Madina-Oula
9.883333;-12.45;Oula
10.116667;-14.05;Samourou
10.116667;-14.05;Bakia Creek
10.116667;-14.05;Bakia, Marigot de
11.65;-10.7;Mamoudouya
8.65;-10.45;Kâma
11.533333;-10.95;Dounkanssia
11.55;-10.65;Doungou Daoda
8.855556;-10.408333;Dounamaro
11.566667;-10.816667;Ouendou
8.55;-8.033333;Bontini
11.533333;-10.983333;Loufaya
8.966667;-10.283333;Faraco
8.666667;-10.133333;Nangounian
8.760278;-9.995556;Guédembou
10.766667;-12.283333;Sébouri
11.616667;-10.7;Gando
8.758889;-10.311111;Sandia
8.333333;-8.266667;Ouédougou
10.016667;-10.583333;Kaméré Kounia
9.733333;-10.883333;Songoya Sonmoria
8.7;-9.966667;Sokassou
8.7;-9.966667;Sokasso
12;-10.433333;Kouloukin
8.976389;-9.9425;Kouloubadou
9.1;-10.566667;Koulikonko
10.8;-14.95;Kabot
10.8;-14.95;Kaboté
10.8;-14.95;Katoufoura
8.726111;-9.803333;Koélazou
11.766667;-13.483333;Saré Bagui
8.6;-8.783333;Mafindougou
9.1;-10.15;Maéro
9.066667;-10.466667;Fari
11;-10;Guinée Française
11;-10;Guinea, Revolutionary People’s Republic of
11;-10;Guinée, République de
11;-10;Guinea, Republic of
11;-10;Guinea, Popular and Revolutionary Republic of
11;-10;Guinea, People’s Revolutionary Republic of
11;-10;Französisch-Guinea
11;-10;Guinean People’s Republic
11;-10;French Guinea
9.233333;-10.183333;Guiliwodou
8.783333;-8.1;Sénéni
8.416667;-8.266667;Baladougou
10.433333;-12.666667;Baladi
8.689444;-9.503889;Konesseridou
10.65;-14.45;Bintimodia
10.65;-14.45;Bintimodouya
11.066667;-12.016667;Lébéré
12.333333;-13.25;Dou Saré
8.965556;-9.893611;Kouridian
8.8;-8.35;Nousséridougou
8.841667;-9.873333;Nougouro
8.841667;-9.873333;Nongouro
8.841667;-9.873333;Nougoro
9.3;-10.2;Massadou
9.3;-9.683333;Banbayaléma
8.716667;-8.333333;Moribadougou
10.183333;-13.983333;Sombouya
10.183333;-13.983333;Soumbouyadi
10.816667;-14.8;Kapsinn, Pointe
10.816667;-14.8;Capsin, Pointe
11.033333;-12.833333;Douton
9.283333;-10.566667;Bassakonko
11.15;-10.533333;Koubi Loukoum
10.466667;-14.45;Kitifini
10.466667;-14.45;Kilifini
11.083333;-10.9;Boubéré
9.666667;-9.933333;Toumangfi
9.218056;-13.290278;Tana, Île
9.218056;-13.290278;Tannah, Ile
9.218056;-13.290278;Tanna, Île
9.218056;-13.290278;Tana, Îli
11.533333;-13.05;Kessé, Fello
12.016667;-13.116667;Hérébowal
9.316667;-10.566667;Fouta Kouma
9.733333;-10.183333;Douako
9.733333;-10.183333;Duako
8.683333;-8.533333;Sillakollo
9.544444;-13.657222;Tonguiwondi
11;-11.916667;Loriwal
8.65;-8.516667;Diaraguéla
8.65;-8.516667;Diaragouella
8.65;-8.516667;Diaragouéla
8.65;-8.516667;Dialagouéla
8.1;-8;Diokoma
8.1;-8;Diakama
10.216667;-11.2;Naméiri
9.116667;-10.2;Geninkoro
9.116667;-10.2;Bendi Koro
9.116667;-10.2;Guéninkoro
10.916667;-13.733333;Bembou Sambayabé
10.916667;-13.733333;Bembou
8.625;-10.494167;Kolé
8.933333;-10.566667;Bilimba
10.516667;-14.483333;Bigori
11.75;-13.516667;Lambol
8.916667;-8.416667;Lamadédougou
11.783333;-13.566667;Dantaba
9.166667;-13.116667;Morikaria River
9.166667;-13.116667;Morékaniya
9.166667;-13.116667;Morécania
9.166667;-13.116667;Mauricania
8.783333;-8.333333;Moradougou
8.15;-9.45;Monogorozié
11.133333;-10.633333;Alimaya
11.666667;-10.75;Afia
9.933333;-12.983333;Koliagbé
8.65;-8.383333;Gbassadougou
8.633333;-10.116667;Gbandou
7.398611;-9.050278;Gbagoné
11.4;-10.35;Fatafing
11.216667;-10.85;Boundoupopo
10.7;-11.2;Nialen
12.183333;-13.65;Bissan
9.016667;-9.216667;Leia
8.346944;-9.353889;Gnali
7.616667;-8.55;Guéréto
7.616667;-8.55;Gletohn, Mount
7.616667;-8.55;Géhton
7.616667;-8.55;Géléton
7.616667;-8.55;Gleton, Mount
12.533333;-13.616667;Saré Oupa
10.9;-11.583333;Saréfoula
12.366667;-13.45;Saré Ambori
9.1;-10.283333;Ouroukoro
11.75;-10.583333;Karémou, Pelloum
11.283333;-10.733333;Karamoko Fouga
11.283333;-10.016667;Béréko
8.816667;-9.586944;Béoramaï
11.466667;-11.516667;Kriffi
11.466667;-11.516667;Kirfi
8.8;-10;Koladou
11.683333;-10.483333;Hérako
7.7;-9.116667;Hania Ya
11.85;-10.366667;Hafia
10.4;-12.816667;Sinbaya
10.4;-12.816667;Simbaya
12.05;-10.433333;Simitiagui
8.950278;-9.888889;Simbia
11.4;-10.5;Bala Nioumaya Ko
10.366667;-14.266667;Balandougou
7.720556;-9.347778;Koniyakoélé
7.433333;-9.116667;Bolo
7.433333;-9.116667;Balo
8.066667;-9.383333;Bokou
11.433333;-10.9;Lollé
12.15;-13.016667;Logouli
8.926667;-10.229167;Koroadou
8.8;-10.25;Kondou
8.333333;-10.566667;Dandou
7.393889;-9.242778;Ouloukoye
9.35;-8.75;Déla
8.15;-8.366667;Moussadougou
10.033333;-11.2;Moungata
8.533333;-8.433333;Mossofédougou
8.2;-8.283333;Gouankoro
8.716667;-8.366667;Fakorédougou
9.1;-10.566667;Ouriatou
12.516667;-13.1;Ourakaré
10.85;-14.683333;Katonguila
10.85;-14.683333;Catongola
10.85;-14.683333;Katongota
10.85;-14.683333;Katongola
9.974722;-13.889722;Catia
9.974722;-13.889722;Katia
12.116667;-13.833333;Katabissiné, Félo
8.716667;-8.75;Sédougou
11.916667;-13.666667;Bilinti Tossokoum
10.05;-10.183333;Landi
10.05;-10.183333;Landa
7.667778;-9.2925;Komou
11.083333;-10.5;Dongol
9.440278;-13.763056;Cabris, Île aux
9.440278;-13.763056;Cabri, Îlot
9.440278;-13.763056;Kid, Ilot
11.566667;-10.766667;Oisa
9.233333;-10.083333;Mara
11.4;-10.916667;Mansoya
9.166667;-10.7;Foria
9.3;-10.333333;Fordou
10.516667;-13.383333;Dolla
11.95;-10.366667;Barakédi
10.433333;-13.533333;Fandiékhouré
10.433333;-13.533333;Fandjékouré
9.066667;-10.183333;Dendadou
8.533333;-9.033333;Oussédou
8.7;-8.266667;Moyako
9.1;-10.583333;Nérékonko
11.55;-10.8;Lountou, Fello
8.35;-10.616667;Sendia
10.05;-11.95;Pateïa
11.383333;-10.933333;Koné
10.95;-12.2;Kébali
10.65;-14.616667;Dougouiffissa
10.65;-14.616667;Dougoufissa
10.65;-14.616667;Dougofissa
10.65;-14.616667;Port-Kamsar
10.65;-14.616667;Port-Kakandé
10.65;-14.616667;Kakandé
10.65;-14.616667;Dougouifissa
8.683333;-8.716667;Kéoulindougou
9.766667;-12.816667;Hiondian
10.983333;-10.983333;Heremakono
10.7;-10.333333;Sinéya
10.7;-10.333333;Sinéïa
10.7;-10.333333;Sinéa
11.85;-13.733333;Balèji, Rio
11.85;-13.733333;Baledji Uol
11.85;-13.733333;Guroge, Rio
11.85;-13.733333;Balègi, Rio
10.25;-11.716667;Balé
10.716667;-9.566667;Balato
10.716667;-9.566667;Balatokouta
8.766667;-8.633333;Lué
10.883333;-12.3;Diangolo
9.366667;-9.9;Dilakoro-Kouranko
9.366667;-9.9;Dialakoro-Kouranko
9.366667;-9.9;Dialakoro
10.716667;-11.816667;Ndeyri
8.766667;-8.333333;Nassoundougou
10.583333;-10.966667;Niankoulan
11.516667;-11.116667;Houdi
11.95;-10.95;Fassalia
11.4;-10.8;Pita
8.683333;-9.966667;Pindédou
10.65;-13.9;Pétou
8.833333;-8.766667;Kignoko
8.516667;-9.733333;Konkouroumeye
9.05;-10.25;Konkohoulé
9.183333;-10.4;Sobadou
10.816667;-10.616667;Cisséla
10.816667;-10.616667;Ciséla
10.816667;-10.616667;Sisséla
8.588056;-10.120556;Bondodou
8.5;-9.85;Bambé
8.8;-10.55;Korongui
8.433333;-9.116667;Koromaguia
8.866667;-8.483333;Késsérédougou
10.15;-12.533333;Sougéta
10.15;-12.533333;Souguéta
9.133333;-10.7;Kolakoya
8.912778;-10.350278;Kassadou
11.933333;-8.816667;Kartakati
11.566667;-10.8;Karifa
8.633333;-9.1;Bignadou
8.683333;-8.633333;Beyla
8.5;-7.883333;Bésséko
11.133333;-11.65;Labiko, Bowal
11.133333;-11.65;Labiko, Booual
8.6375;-9.443056;Koloubou
11.55;-12.716667;Binsou
11.85;-11.15;Baridondé
9.283333;-9.45;Barandou
9.537778;-13.840556;Nord, Chenal
9.537778;-13.840556;Nord, Passe du
11.116667;-10.183333;Nono
10.733333;-10.583333;Kébéya
10.733333;-10.583333;Kébeïa
8.816667;-8.433333;Guibékoro
9.733333;-10.616667;Sidakoro
8.55;-9.166667;Sibié
8.683333;-7.85;Séya
11.15;-10.7;Bako Moudala
9.116667;-10.7;Bakando
8.5;-10.566667;Kondoma
11.566667;-13.35;Kondiyéa
9.266667;-12.9;Mola
10.15;-11.066667;Layadi
7.329167;-8.981667;Gbin
9.133333;-10.483333;Falipounka
11.216667;-10.1;Falanko
8.483333;-8.333333;Débé
7.75;-9.333333;Ouromi Ya
10.516667;-13.566667;Kaoundan
9.233333;-10.433333;Saramardou
8.735556;-10.430833;Sarabadou
9.316667;-10.633333;Kondénia
9.116667;-9.683333;Danbaya
8.783333;-9.066667;Bohako
9.416667;-12.75;Bofio
10.983333;-12.433333;Ley Niélé
11.733333;-10.966667;Ouoyokori
7.781389;-9.3325;Gozoguézia
7.781389;-9.3325;Gosoguésia
7.781389;-9.3325;Gosogésia
7.781389;-9.3325;Gosoquesia
8.583333;-9.866667;Sébélassou
8.1;-8.066667;Sayodougou
9.983333;-10.733333;Sassina
9.183333;-10.35;Baendou
10.383333;-13.5;Bady
10.383333;-13.5;Badi
8.933333;-9.883333;Komanssan
11.066667;-12.883333;Browal
11.7;-10.4;Boyéré
11.483333;-11.066667;Bovédévé
11.483333;-11.066667;Bovédébé
11.266667;-10.9;Dobiré
