LAT;LONG;FULL_NAME_ND_RO;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9;-16.983333;Lourous;;;;;;;;;;;;;;;;;;;;;;;;;;
14.9;-16.983333;Lougous;;;;;;;;;;;;;;;;;;;;;;;;;;
12.911667;-16.166389;Diagon;;;;;;;;;;;;;;;;;;;;;;;;;;
12.883333;-16.083333;Bahanga;;;;;;;;;;;;;;;;;;;;;;;;;;
16.085833;-15.695833;Ndiyene;;;;;;;;;;;;;;;;;;;;;;;;;;
13.183333;-14.966667;Sare Moudou;;;;;;;;;;;;;;;;;;;;;;;;;;
12.733333;-13.15;Tchinkor;;;;;;;;;;;;;;;;;;;;;;;;;;
13.883333;-13.633333;Mayel Dibi;;;;;;;;;;;;;;;;;;;;;;;;;;
14.616667;-16.816667;Dieline;;;;;;;;;;;;;;;;;;;;;;;;;;
14.616667;-16.816667;Dieling;;;;;;;;;;;;;;;;;;;;;;;;;;
13.65;-14.183333;Tabandi;;;;;;;;;;;;;;;;;;;;;;;;;;
16.491667;-15.338333;Belil;;;;;;;;;;;;;;;;;;;;;;;;;;
16.285556;-15.477778;Mo Poudjie;;;;;;;;;;;;;;;;;;;;;;;;;;
13.716667;-16.433333;Nema Ding;;;;;;;;;;;;;;;;;;;;;;;;;;
14.733333;-15.85;Leyene;;;;;;;;;;;;;;;;;;;;;;;;;;
13.633333;-13.733333;Madina Manfinn;;;;;;;;;;;;;;;;;;;;;;;;;;
14.766667;-15.683333;Keur Serigne Said;;;;;;;;;;;;;;;;;;;;;;;;;;
14.583333;-15.583333;Aralde;;;;;;;;;;;;;;;;;;;;;;;;;;
16.120278;-16.416111;Taba Tache;;;;;;;;;;;;;;;;;;;;;;;;;;
12.469167;-16.624722;Diatem;;;;;;;;;;;;;;;;;;;;;;;;;;
12.469167;-16.624722;Diantene;;;;;;;;;;;;;;;;;;;;;;;;;;
13.216667;-13.866667;Sinntian Fode;;;;;;;;;;;;;;;;;;;;;;;;;;
13.216667;-13.866667;Sintian Fode;;;;;;;;;;;;;;;;;;;;;;;;;;
13.016667;-16.3;Marigot Joun;;;;;;;;;;;;;;;;;;;;;;;;;;
14.692778;-17.454167;Fas;;;;;;;;;;;;;;;;;;;;;;;;;;
14.692778;-17.454167;Fass;;;;;;;;;;;;;;;;;;;;;;;;;;
15.033333;-16.766667;N'Dieng;;;;;;;;;;;;;;;;;;;;;;;;;;
15.033333;-16.766667;Ndiegue;;;;;;;;;;;;;;;;;;;;;;;;;;
13.983333;-16.35;Ndiaye Ndiaye;;;;;;;;;;;;;;;;;;;;;;;;;;
12.95;-14.016667;Oretiendi;;;;;;;;;;;;;;;;;;;;;;;;;;
12.772222;-16.648056;Kouba;;;;;;;;;;;;;;;;;;;;;;;;;;
13.733333;-15.683333;Keur Mademba;;;;;;;;;;;;;;;;;;;;;;;;;;
13.783333;-15.75;Darou Salam;;;;;;;;;;;;;;;;;;;;;;;;;;
13.783333;-15.75;Daro Salam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.713333;-17.366111;Baie de Goree;;;;;;;;;;;;;;;;;;;;;;;;;;
13;-14.866667;Boussoura;;;;;;;;;;;;;;;;;;;;;;;;;;
15.016667;-16.466667;Baddar;;;;;;;;;;;;;;;;;;;;;;;;;;
15.016667;-16.466667;Badar;;;;;;;;;;;;;;;;;;;;;;;;;;
13.116667;-14.1;Bezel;;;;;;;;;;;;;;;;;;;;;;;;;;
13.116667;-14.1;Kael Bezel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.033333;-15.983333;Hanene;;;;;;;;;;;;;;;;;;;;;;;;;;
15.016667;-16.933333;Keur Massongo;;;;;;;;;;;;;;;;;;;;;;;;;;
15.05;-16.483333;Ndoumbil;;;;;;;;;;;;;;;;;;;;;;;;;;
14.4;-16.516667;Singor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.4;-16.516667;Senghor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.4;-16.516667;Seneghor;;;;;;;;;;;;;;;;;;;;;;;;;;
13.3;-12.8;Tenda;;;;;;;;;;;;;;;;;;;;;;;;;;
12.683333;-14.5;Kandion;;;;;;;;;;;;;;;;;;;;;;;;;;
12.998056;-16.401389;Guinal;;;;;;;;;;;;;;;;;;;;;;;;;;
14.566667;-15.8;Boubene;;;;;;;;;;;;;;;;;;;;;;;;;;
12.989444;-16.384444;Oupouel;;;;;;;;;;;;;;;;;;;;;;;;;;
12.989444;-16.384444;Oupouele;;;;;;;;;;;;;;;;;;;;;;;;;;
12.888056;-16.046667;Diabrikindiong;;;;;;;;;;;;;;;;;;;;;;;;;;
14.25;-16.333333;Keur Bakari Toure;;;;;;;;;;;;;;;;;;;;;;;;;;
14.25;-16.333333;Keur Bakary Toure;;;;;;;;;;;;;;;;;;;;;;;;;;
14.964722;-17.041111;Kery;;;;;;;;;;;;;;;;;;;;;;;;;;
14.964722;-17.041111;Keri;;;;;;;;;;;;;;;;;;;;;;;;;;
12.616667;-15.983333;Tanbakounda;;;;;;;;;;;;;;;;;;;;;;;;;;
14.383333;-16.733333;Gorou Ndiarem;;;;;;;;;;;;;;;;;;;;;;;;;;
14.383333;-16.733333;Gorou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.116667;-16.533333;Ndiass;;;;;;;;;;;;;;;;;;;;;;;;;;
15.116667;-16.533333;N'Dias;;;;;;;;;;;;;;;;;;;;;;;;;;
15.083333;-16.6;Sakh;;;;;;;;;;;;;;;;;;;;;;;;;;
15.083333;-16.6;Sak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.816667;-16.9;Diakhate;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6125;-16.198889;Djilakoune;;;;;;;;;;;;;;;;;;;;;;;;;;
12.6125;-16.198889;Djilakoun;;;;;;;;;;;;;;;;;;;;;;;;;;
16.265833;-15.247222;Niakal;;;;;;;;;;;;;;;;;;;;;;;;;;
13.183333;-15.3;Tiara;;;;;;;;;;;;;;;;;;;;;;;;;;
14.75;-16.183333;Bayene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.75;-16.183333;Mbayene;;;;;;;;;;;;;;;;;;;;;;;;;;
13.15;-13.9;Balo Counda;;;;;;;;;;;;;;;;;;;;;;;;;;
13.15;-13.9;Balo Kounda;;;;;;;;;;;;;;;;;;;;;;;;;;
14.766667;-16.716667;Kaere Al;;;;;;;;;;;;;;;;;;;;;;;;;;
14.766667;-16.716667;Kayere Hal;;;;;;;;;;;;;;;;;;;;;;;;;;
16.475278;-15.608056;Keur Mbaye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2;-16.533333;Doyal;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2;-16.533333;Dogal;;;;;;;;;;;;;;;;;;;;;;;;;;
12.833333;-14.966667;Sare Doma;;;;;;;;;;;;;;;;;;;;;;;;;;
12.37;-16.580278;Moutina;;;;;;;;;;;;;;;;;;;;;;;;;;
12.37;-16.580278;Moutinn;;;;;;;;;;;;;;;;;;;;;;;;;;
13.698611;-16.601389;Iles des Betanti;;;;;;;;;;;;;;;;;;;;;;;;;;
13.233333;-14.433333;Sare Yero Dialo;;;;;;;;;;;;;;;;;;;;;;;;;;
14.95;-16.416667;Koure;;;;;;;;;;;;;;;;;;;;;;;;;;
12.598056;-16.665833;Banc de Ouangaran;;;;;;;;;;;;;;;;;;;;;;;;;;
12.598056;-16.665833;Ouangaran;;;;;;;;;;;;;;;;;;;;;;;;;;
12.598056;-16.665833;Banc de Vangaran;;;;;;;;;;;;;;;;;;;;;;;;;;
14.1;-16.566667;Marigot de Faoye;;;;;;;;;;;;;;;;;;;;;;;;;;
12.633333;-13.15;Oundiou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.05;-16.266667;Ndofane;;;;;;;;;;;;;;;;;;;;;;;;;;
12.783333;-14.85;Sare Omar;;;;;;;;;;;;;;;;;;;;;;;;;;
14.774444;-17.318056;Medina Kel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.774444;-17.318056;Keur Abdou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.933333;-16.216667;Nguieki Pinkiou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.933333;-16.216667;Guieki Pinkiou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.364167;-16.086111;Kassak;;;;;;;;;;;;;;;;;;;;;;;;;;
13.783333;-16.016667;Diawara Alkali;;;;;;;;;;;;;;;;;;;;;;;;;;
12.966667;-16.483333;Ebinako;;;;;;;;;;;;;;;;;;;;;;;;;;
14.1;-16.666667;Nguilor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.1;-16.666667;Guilor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.216667;-16.166667;Mbodjene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.216667;-16.166667;Mbodiene;;;;;;;;;;;;;;;;;;;;;;;;;;
13.65;-16.383333;Hamdallaye;;;;;;;;;;;;;;;;;;;;;;;;;;
13.65;-16.383333;Simon Hamdallaye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.455925;-12.966318;Bapalel Koliabe;;;;;;;;;;;;;;;;;;;;;;;;;;
15.282106;-12.961135;Orkadiere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.036873;-12.870848;Sita Dala;;;;;;;;;;;;;;;;;;;;;;;;;;
14.036873;-12.870848;Sita Dala Mare;;;;;;;;;;;;;;;;;;;;;;;;;;
14.709965;-12.533162;Sira Doundou Barka;;;;;;;;;;;;;;;;;;;;;;;;;;
14.496182;-12.652574;Gourel Guireye;;;;;;;;;;;;;;;;;;;;;;;;;;
16.5781;-14.418803;Samba Tiaoka;;;;;;;;;;;;;;;;;;;;;;;;;;
16.531689;-14.384904;Guilol;;;;;;;;;;;;;;;;;;;;;;;;;;
16.531689;-14.384904;Madouba;;;;;;;;;;;;;;;;;;;;;;;;;;
16.051935;-14.367148;Maham;;;;;;;;;;;;;;;;;;;;;;;;;;
14.544194;-12.951629;Tiangol Baldi;;;;;;;;;;;;;;;;;;;;;;;;;;
14.544194;-12.951629;Tchangol Baldi;;;;;;;;;;;;;;;;;;;;;;;;;;
16.288506;-14.003807;Lao;;;;;;;;;;;;;;;;;;;;;;;;;;
14.66203;-12.177406;Tatassaid;;;;;;;;;;;;;;;;;;;;;;;;;;
14.66203;-12.177406;Tassaid;;;;;;;;;;;;;;;;;;;;;;;;;;
14.171296;-12.979996;Goumel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.257921;-12.544233;Coute Nabe;;;;;;;;;;;;;;;;;;;;;;;;;;
14.257921;-12.544233;Koutenabe;;;;;;;;;;;;;;;;;;;;;;;;;;
14.257921;-12.544233;Coute Nabe;;;;;;;;;;;;;;;;;;;;;;;;;;
14.170826;-12.344794;Goulouya;;;;;;;;;;;;;;;;;;;;;;;;;;
14.549474;-12.91275;Dounoubel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.549474;-12.91275;Dounoubel Mare;;;;;;;;;;;;;;;;;;;;;;;;;;
14.169698;-12.602018;Linngue Kole;;;;;;;;;;;;;;;;;;;;;;;;;;
14.169698;-12.602018;Linkole;;;;;;;;;;;;;;;;;;;;;;;;;;
14.786562;-12.573885;Gourel Dialoube;;;;;;;;;;;;;;;;;;;;;;;;;;
14.786562;-12.573885;Gourel Dialoude;;;;;;;;;;;;;;;;;;;;;;;;;;
14.007546;-12.954725;Sintiou Bacary;;;;;;;;;;;;;;;;;;;;;;;;;;
15.114637;-12.931542;Diamonguel;;;;;;;;;;;;;;;;;;;;;;;;;;
15.114637;-12.931542;Diamounguel;;;;;;;;;;;;;;;;;;;;;;;;;;
15.114637;-12.931542;Diamouguel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.923489;-12.59876;Saboussire;;;;;;;;;;;;;;;;;;;;;;;;;;
14.923489;-12.59876;Saboussire Foulbe;;;;;;;;;;;;;;;;;;;;;;;;;;
16.397174;-14.816923;Togane;;;;;;;;;;;;;;;;;;;;;;;;;;
16.639824;-14.868519;Donaye;;;;;;;;;;;;;;;;;;;;;;;;;;
16.614721;-14.737143;Korkadie;;;;;;;;;;;;;;;;;;;;;;;;;;
16.494191;-14.456723;Tialaga;;;;;;;;;;;;;;;;;;;;;;;;;;
16.632303;-14.65224;Lahel;;;;;;;;;;;;;;;;;;;;;;;;;;
16.454023;-14.445051;Koli;;;;;;;;;;;;;;;;;;;;;;;;;;
16.23243;-14.465693;Baralou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.137331;-14.606701;Gourel-Diam Mahiram;;;;;;;;;;;;;;;;;;;;;;;;;;
14.763527;-12.252789;Aroundou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.282827;-12.031675;Takoutala II;;;;;;;;;;;;;;;;;;;;;;;;;;
16.15443;-14.125361;Mbelogne Dodie;;;;;;;;;;;;;;;;;;;;;;;;;;
16.170908;-14.016989;Noumal;;;;;;;;;;;;;;;;;;;;;;;;;;
16.218171;-14.060246;Sari Baki Ive;;;;;;;;;;;;;;;;;;;;;;;;;;
16.218171;-14.060246;Sari Boki Ive;;;;;;;;;;;;;;;;;;;;;;;;;;
16.258407;-14.282708;Loumbol-Ouro-Ardo;;;;;;;;;;;;;;;;;;;;;;;;;;
14.146078;-12.216759;Sanbanoura;;;;;;;;;;;;;;;;;;;;;;;;;;
14.782243;-12.539669;Kadiel Seoudou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.065439;-14.188969;Boke Tekoum;;;;;;;;;;;;;;;;;;;;;;;;;;
16.377627;-14.354007;Ndelala;;;;;;;;;;;;;;;;;;;;;;;;;;
16.312622;-14.185651;Kadie-Toukil-Baoudi;;;;;;;;;;;;;;;;;;;;;;;;;;
16.397532;-14.874709;Korkadie;;;;;;;;;;;;;;;;;;;;;;;;;;
16.358121;-14.643418;Gourel Megou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.358121;-14.643418;Togane;;;;;;;;;;;;;;;;;;;;;;;;;;
16.148541;-14.17909;Tienguelol;;;;;;;;;;;;;;;;;;;;;;;;;;
13.359802;-11.608086;Kolikoutoto;;;;;;;;;;;;;;;;;;;;;;;;;;
14.683935;-12.17601;Sebou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.595258;-12.322375;Hora Kole;;;;;;;;;;;;;;;;;;;;;;;;;;
14.153507;-12.655117;Sintiou Bourou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.153507;-12.655117;Sintiou Boubou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.153507;-12.655117;Sinntiou Bourou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.45485;-14.690013;Bouli Diaba;;;;;;;;;;;;;;;;;;;;;;;;;;
16.618281;-14.974697;Daki Manoundou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.636889;-14.845546;Gai;;;;;;;;;;;;;;;;;;;;;;;;;;
16.636889;-14.845546;Marigot de Gaio;;;;;;;;;;;;;;;;;;;;;;;;;;
16.636889;-14.845546;Gayo;;;;;;;;;;;;;;;;;;;;;;;;;;
16.570401;-14.596933;Foret Classee de Tielad;;;;;;;;;;;;;;;;;;;;;;;;;;
16.570401;-14.596933;Foret Classee de Tielao;;;;;;;;;;;;;;;;;;;;;;;;;;
14.263317;-12.211996;Diala Amadou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.433337;-14.847593;Leye Pobi;;;;;;;;;;;;;;;;;;;;;;;;;;
16.433337;-14.847593;Leve Pobi;;;;;;;;;;;;;;;;;;;;;;;;;;
16.463935;-14.189952;Gourel Babadar;;;;;;;;;;;;;;;;;;;;;;;;;;
16.463935;-14.189952;Goure Babadar;;;;;;;;;;;;;;;;;;;;;;;;;;
16.542446;-14.306858;Pate Wou-Wou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.113576;-14.07066;Loumbol Kadie;;;;;;;;;;;;;;;;;;;;;;;;;;
16.307262;-14.772661;Kodiolel;;;;;;;;;;;;;;;;;;;;;;;;;;
16.39085;-14.691482;Howandou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.14002;-14.820881;Kadiogne;;;;;;;;;;;;;;;;;;;;;;;;;;
16.236664;-14.372541;Boguere;;;;;;;;;;;;;;;;;;;;;;;;;;
16.203705;-14.877803;Mourlene;;;;;;;;;;;;;;;;;;;;;;;;;;
13.910503;-12.864643;Sintiou Gaya;;;;;;;;;;;;;;;;;;;;;;;;;;
13.910503;-12.864643;Sinntiou Gaya;;;;;;;;;;;;;;;;;;;;;;;;;;
13.910503;-12.864643;Sinthiou Gaya;;;;;;;;;;;;;;;;;;;;;;;;;;
13.519581;-12.542761;Guibuingui;;;;;;;;;;;;;;;;;;;;;;;;;;
13.427362;-12.297377;Drogolomoto;;;;;;;;;;;;;;;;;;;;;;;;;;
13.722871;-12.843773;Tambala;;;;;;;;;;;;;;;;;;;;;;;;;;
13.950916;-12.211303;Gouloufou;;;;;;;;;;;;;;;;;;;;;;;;;;
13.724383;-12.845786;Kaniba;;;;;;;;;;;;;;;;;;;;;;;;;;
13.724383;-12.845786;Kaniba Ko;;;;;;;;;;;;;;;;;;;;;;;;;;
13.521492;-12.037676;Inndia;;;;;;;;;;;;;;;;;;;;;;;;;;
13.693849;-12.160219;Toukanaya;;;;;;;;;;;;;;;;;;;;;;;;;;
13.668162;-12.971872;Tombon-Komoti;;;;;;;;;;;;;;;;;;;;;;;;;;
13.371235;-12.875876;Dabala;;;;;;;;;;;;;;;;;;;;;;;;;;
16.038297;-16.439354;Ngatel;;;;;;;;;;;;;;;;;;;;;;;;;;
16.038297;-16.439354;Ngalel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.97466;-12.525124;Tiogo Tiaski;;;;;;;;;;;;;;;;;;;;;;;;;;
14.97466;-12.525124;Tiogo Tiaski Mare;;;;;;;;;;;;;;;;;;;;;;;;;;
15.497238;-13.212063;Sinntiane;;;;;;;;;;;;;;;;;;;;;;;;;;
15.497238;-13.212063;Sinthian;;;;;;;;;;;;;;;;;;;;;;;;;;
15.497238;-13.212063;Sintian;;;;;;;;;;;;;;;;;;;;;;;;;;
14.841532;-12.399199;Koungani;;;;;;;;;;;;;;;;;;;;;;;;;;
14.112569;-12.193125;Lalli;;;;;;;;;;;;;;;;;;;;;;;;;;
14.112569;-12.193125;Lally;;;;;;;;;;;;;;;;;;;;;;;;;;
14.659911;-12.311307;Koba;;;;;;;;;;;;;;;;;;;;;;;;;;
14.907261;-12.518112;Tourime;;;;;;;;;;;;;;;;;;;;;;;;;;
15.25956;-13.134117;Tiangol Modi Binni;;;;;;;;;;;;;;;;;;;;;;;;;;
15.25956;-13.134117;Tiangol Modi Bint;;;;;;;;;;;;;;;;;;;;;;;;;;
15.25956;-13.134117;Tiangol Modi Binnt;;;;;;;;;;;;;;;;;;;;;;;;;;
15.286815;-13.109207;Haire Forou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.286815;-13.109207;Haire Fowrou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.359219;-13.101178;Teiba;;;;;;;;;;;;;;;;;;;;;;;;;;
15.359219;-13.101178;Deiba;;;;;;;;;;;;;;;;;;;;;;;;;;
15.413559;-13.32378;Tiangol Lotoke;;;;;;;;;;;;;;;;;;;;;;;;;;
16.104295;-13.886788;Kourel;;;;;;;;;;;;;;;;;;;;;;;;;;
16.104295;-13.886788;Koylel;;;;;;;;;;;;;;;;;;;;;;;;;;
16.110995;-13.516227;Dial Foulbe;;;;;;;;;;;;;;;;;;;;;;;;;;
14.131442;-12.445089;Koussan;;;;;;;;;;;;;;;;;;;;;;;;;;
14.131442;-12.445089;Koussane;;;;;;;;;;;;;;;;;;;;;;;;;;
16.007987;-13.380594;Ouro Diawdi;;;;;;;;;;;;;;;;;;;;;;;;;;
16.122584;-13.591982;Silla;;;;;;;;;;;;;;;;;;;;;;;;;;
16.122584;-13.591982;Silla Ouorgo;;;;;;;;;;;;;;;;;;;;;;;;;;
15.511155;-13.265421;Sinthiou Garba;;;;;;;;;;;;;;;;;;;;;;;;;;
15.511155;-13.265421;Sinntiou Garba;;;;;;;;;;;;;;;;;;;;;;;;;;
15.511155;-13.265421;Sintiou Garba;;;;;;;;;;;;;;;;;;;;;;;;;;
14.222942;-12.404801;Bababe;;;;;;;;;;;;;;;;;;;;;;;;;;
15.304799;-13.326566;Tiangol Niarouel;;;;;;;;;;;;;;;;;;;;;;;;;;
15.400757;-13.205804;Madina Torobe;;;;;;;;;;;;;;;;;;;;;;;;;;
16.001107;-13.688137;Lidoube;;;;;;;;;;;;;;;;;;;;;;;;;;
16.001107;-13.688137;Agnam Lidoube;;;;;;;;;;;;;;;;;;;;;;;;;;
16.13527;-13.924712;Fonde Ngouri;;;;;;;;;;;;;;;;;;;;;;;;;;
16.115928;-13.859527;Sambowte;;;;;;;;;;;;;;;;;;;;;;;;;;
14.709167;-17.459722;S.I.C.A.P. Route des PUITS;;;;;;;;;;;;;;;;;;;;;;;;;;
16.073016;-13.491765;Gaol;;;;;;;;;;;;;;;;;;;;;;;;;;
16.073016;-13.491765;Gawol;;;;;;;;;;;;;;;;;;;;;;;;;;
15.430849;-13.022081;Bloug Poure;;;;;;;;;;;;;;;;;;;;;;;;;;
15.430849;-13.022081;Bloug;;;;;;;;;;;;;;;;;;;;;;;;;;
14.345733;-12.357596;Sintiou Smadiari;;;;;;;;;;;;;;;;;;;;;;;;;;
14.345733;-12.357596;Sinntiou Smadiari;;;;;;;;;;;;;;;;;;;;;;;;;;
14.345733;-12.357596;Sintiou Samba Ndiarde;;;;;;;;;;;;;;;;;;;;;;;;;;
14.345733;-12.357596;Sinthiou Smadiari;;;;;;;;;;;;;;;;;;;;;;;;;;
14.345733;-12.357596;Sinntiou Smadiari;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9255;-16.3576;Foret Classee de Rao;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9255;-16.3576;Foret de Rao;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0308;-16.7386;Foret Classee de Pire Goureye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0308;-16.7386;Foret de Pir-Goureye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0308;-16.7386;Foret Classee de Pir-Goureye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9485;-16.2625;Foret Classee de Mpal;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9485;-16.2625;Foret de Pal;;;;;;;;;;;;;;;;;;;;;;;;;;
15.8745;-16.3759;Yamane Sogg;;;;;;;;;;;;;;;;;;;;;;;;;;
15.8745;-16.3759;Yamane;;;;;;;;;;;;;;;;;;;;;;;;;;
15.8745;-16.3759;Yamane Sogue;;;;;;;;;;;;;;;;;;;;;;;;;;
15.7861;-16.4043;Maka Tare;;;;;;;;;;;;;;;;;;;;;;;;;;
15.7861;-16.4043;Maka Toure;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0129;-16.9856;Saou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0129;-16.9856;Sao;;;;;;;;;;;;;;;;;;;;;;;;;;
15.5604;-16.2488;Beul;;;;;;;;;;;;;;;;;;;;;;;;;;
15.5604;-16.2488;Beul Gueye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.316;-16.3111;Massara Diop;;;;;;;;;;;;;;;;;;;;;;;;;;
15.316;-16.3111;Massar Diop;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2767;-16.4507;Gueye Gueye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2767;-16.4507;Ngueye Ngueye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0392;-16.3403;Meoundau;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0392;-16.3403;Meoundou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0392;-16.3403;Meoudou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.4206;-16.2329;Kheli;;;;;;;;;;;;;;;;;;;;;;;;;;
15.4206;-16.2329;Khelli;;;;;;;;;;;;;;;;;;;;;;;;;;
15.047;-16.6392;Khandam;;;;;;;;;;;;;;;;;;;;;;;;;;
15.047;-16.6392;Khandane;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0741;-16.7145;Baraglou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0741;-16.7145;Mbaraglou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.517;-16.3139;Dara;;;;;;;;;;;;;;;;;;;;;;;;;;
15.517;-16.3139;Dara Ndiakhou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.4033;-16.0265;Ngaye Diaye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.4033;-16.0265;Ngaye Ndiaye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0478;-16.6743;Diama;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0478;-16.6743;Diama Tiene;;;;;;;;;;;;;;;;;;;;;;;;;;
15.3138;-16.1263;Tione Rouma;;;;;;;;;;;;;;;;;;;;;;;;;;
15.3138;-16.1263;Tlone Khouma;;;;;;;;;;;;;;;;;;;;;;;;;;
15.1535;-16.7184;Diati;;;;;;;;;;;;;;;;;;;;;;;;;;
15.1535;-16.7184;Diati Mbaye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.6603;-16.246;Ndaouene;;;;;;;;;;;;;;;;;;;;;;;;;;
15.6603;-16.246;Ndavene;;;;;;;;;;;;;;;;;;;;;;;;;;
15.1693;-16.6373;Ndanghe;;;;;;;;;;;;;;;;;;;;;;;;;;
15.1693;-16.6373;Ndang;;;;;;;;;;;;;;;;;;;;;;;;;;
15.1693;-16.6373;N'Dankh;;;;;;;;;;;;;;;;;;;;;;;;;;
15.6043;-16.3917;Ndam Dam;;;;;;;;;;;;;;;;;;;;;;;;;;
15.6043;-16.3917;Ndam Ndam;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9275;-16.3202;Fas Ngom;;;;;;;;;;;;;;;;;;;;;;;;;;
15.9275;-16.3202;Fass;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0593;-16.1457;Fass;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0593;-16.1457;Fas;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0131;-16.2897;Ainoumane;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0131;-16.2897;Aynoumane;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0131;-16.2897;Ai Noumale;;;;;;;;;;;;;;;;;;;;;;;;;;
15.7249;-16.4496;Tivor;;;;;;;;;;;;;;;;;;;;;;;;;;
15.7249;-16.4496;Tiovor;;;;;;;;;;;;;;;;;;;;;;;;;;
15.7249;-16.4496;Tioouar;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2301;-16.2337;Battel;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2301;-16.2337;Battal;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2428;-16.1176;Mbessine;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2428;-16.1176;Mbeuksine;;;;;;;;;;;;;;;;;;;;;;;;;;
15.1051;-16.2512;Yeo;;;;;;;;;;;;;;;;;;;;;;;;;;
15.1051;-16.2512;Yea;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2471;-16.3198;Gandok;;;;;;;;;;;;;;;;;;;;;;;;;;
15.2471;-16.3198;Gandek;;;;;;;;;;;;;;;;;;;;;;;;;;
15.683333;-16.183333;Kebe;;;;;;;;;;;;;;;;;;;;;;;;;;
15.683333;-16.183333;Kebe Ndeukt;;;;;;;;;;;;;;;;;;;;;;;;;;
15.683333;-16.183333;Kebe Ndeute;;;;;;;;;;;;;;;;;;;;;;;;;;
12.490758;-11.356509;Baling Ko;;;;;;;;;;;;;;;;;;;;;;;;;;
12.490758;-11.356509;Balin-Ko;;;;;;;;;;;;;;;;;;;;;;;;;;
