LAT;LONG;FULL_NAME_ND_RO;;;;;;;;;;;;;;;;;;;;;;;;;;
14.59;-17.108056;Keur Ndout;;;;;;;;;;;;;;;;;;;;;;;;;;
14.574722;-17.106111;Marwam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.596389;-17.094167;Tankoye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.598056;-17.093333;Ndiayene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.676111;-17.111667;Garas;;;;;;;;;;;;;;;;;;;;;;;;;;
14.674167;-17.114167;Keur Ganou Ndoye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.764167;-17.1575;Deni Youssou;;;;;;;;;;;;;;;;;;;;;;;;;;
16.2025;-16.430556;Demizine;;;;;;;;;;;;;;;;;;;;;;;;;;
16.155556;-16.411667;Taba Darou Salam I;;;;;;;;;;;;;;;;;;;;;;;;;;
14.715278;-17.279167;Keuri Souf;;;;;;;;;;;;;;;;;;;;;;;;;;
14.712778;-17.270278;Keuri Kaw;;;;;;;;;;;;;;;;;;;;;;;;;;
14.704167;-17.161667;Los;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7075;-17.162778;Santia Mas;;;;;;;;;;;;;;;;;;;;;;;;;;
14.712778;-17.160278;Aitia;;;;;;;;;;;;;;;;;;;;;;;;;;
14.708333;-17.158611;Kahane Oun;;;;;;;;;;;;;;;;;;;;;;;;;;
14.518611;-17.0775;Timak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.546389;-17.058333;Sorokh;;;;;;;;;;;;;;;;;;;;;;;;;;
14.800278;-17.063333;Keur Dawour Sis;;;;;;;;;;;;;;;;;;;;;;;;;;
16.003056;-16.289444;Keur Amadou Ndiaye;;;;;;;;;;;;;;;;;;;;;;;;;;
16.003889;-16.273056;Gati-Tef;;;;;;;;;;;;;;;;;;;;;;;;;;
16.03;-16.278056;Takhmbeut Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.791389;-17.233056;Teupdunk;;;;;;;;;;;;;;;;;;;;;;;;;;
14.756389;-17.245556;Kessane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.759722;-17.238333;Sek;;;;;;;;;;;;;;;;;;;;;;;;;;
14.891667;-17.136111;Neyab;;;;;;;;;;;;;;;;;;;;;;;;;;
14.762222;-17.072778;Tago;;;;;;;;;;;;;;;;;;;;;;;;;;
14.771944;-17.076389;Sagnafil;;;;;;;;;;;;;;;;;;;;;;;;;;
14.539444;-17.065;Sere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.536389;-17.062222;Lero;;;;;;;;;;;;;;;;;;;;;;;;;;
14.539444;-17.060833;Lero;;;;;;;;;;;;;;;;;;;;;;;;;;
14.529167;-17.098611;Tialane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.528611;-17.095278;Santiaba;;;;;;;;;;;;;;;;;;;;;;;;;;
14.523056;-17.096111;Guerew Serere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.534444;-17.09;Ndam Sargane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.750278;-17.432222;Sezam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.761111;-17.419167;Ndingueli;;;;;;;;;;;;;;;;;;;;;;;;;;
14.767778;-17.402778;Ndeq;;;;;;;;;;;;;;;;;;;;;;;;;;
14.776111;-17.395556;Guediawaye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.769444;-17.386944;Medina Gounas;;;;;;;;;;;;;;;;;;;;;;;;;;
14.751667;-17.372778;Tivaouane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.924722;-17.033889;Ndiago;;;;;;;;;;;;;;;;;;;;;;;;;;
14.784444;-17.320278;Dekh Goumak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.570278;-17.058611;Kiniabour II;;;;;;;;;;;;;;;;;;;;;;;;;;
14.574167;-17.058611;B'oundoun;;;;;;;;;;;;;;;;;;;;;;;;;;
14.702222;-17.126389;Ndourene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.702778;-17.117222;Kaparok;;;;;;;;;;;;;;;;;;;;;;;;;;
14.696944;-17.126667;Mbirdiamm;;;;;;;;;;;;;;;;;;;;;;;;;;
14.700556;-17.113889;Tankoye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.694722;-17.110278;Bopouk;;;;;;;;;;;;;;;;;;;;;;;;;;
14.685;-17.130833;Kandam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.696389;-17.144167;Diong;;;;;;;;;;;;;;;;;;;;;;;;;;
14.868889;-17.198333;Deni Guedj;;;;;;;;;;;;;;;;;;;;;;;;;;
14.820278;-17.179444;Nguewel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.834444;-17.157222;Gouye Mbeun;;;;;;;;;;;;;;;;;;;;;;;;;;
14.822778;-17.144167;Gorba;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7275;-17.034444;Tiawel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.703333;-17.048056;Tiambokh;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7475;-17.040833;Palal Pouye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.75;-17.043611;Palal Bayouf;;;;;;;;;;;;;;;;;;;;;;;;;;
14.751111;-17.063611;Lelo Serere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.749444;-17.063889;Boktol;;;;;;;;;;;;;;;;;;;;;;;;;;
14.751389;-17.071667;Tougouni;;;;;;;;;;;;;;;;;;;;;;;;;;
14.745278;-17.067778;Santiabia;;;;;;;;;;;;;;;;;;;;;;;;;;
14.741944;-17.096667;Lorine;;;;;;;;;;;;;;;;;;;;;;;;;;
14.724722;-17.094444;Houm Dohane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.713889;-17.215;Bambouk;;;;;;;;;;;;;;;;;;;;;;;;;;
14.714722;-17.219444;Goundoukouye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.746667;-17.157222;Ndoute Selem;;;;;;;;;;;;;;;;;;;;;;;;;;
14.749444;-17.147222;Agrocap Filfili;;;;;;;;;;;;;;;;;;;;;;;;;;
14.643056;-17.161944;Gouye Mbissane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.645278;-17.18;Lela;;;;;;;;;;;;;;;;;;;;;;;;;;
14.671944;-17.148333;Khour;;;;;;;;;;;;;;;;;;;;;;;;;;
14.679444;-17.15;Kandala;;;;;;;;;;;;;;;;;;;;;;;;;;
14.669722;-17.176667;Natango;;;;;;;;;;;;;;;;;;;;;;;;;;
14.686944;-17.16;Satiane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.686111;-17.150833;Kandala;;;;;;;;;;;;;;;;;;;;;;;;;;
14.690556;-17.155278;Mbouka Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.695556;-17.162222;Mbounka Bambara;;;;;;;;;;;;;;;;;;;;;;;;;;
14.682778;-17.167778;Ndoukhoura Ouolof;;;;;;;;;;;;;;;;;;;;;;;;;;
14.696667;-17.180278;Bolor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.705278;-17.171389;Nhomboussane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.472222;-17.025556;Keur Ndene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.478611;-17.017222;Sintiane Serere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.484167;-17.008889;Keur Dib;;;;;;;;;;;;;;;;;;;;;;;;;;
14.485;-17.031389;Ndaring Serere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.519722;-17.008333;Nguekokh Serere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.524167;-17.010833;Diamm Bougoum;;;;;;;;;;;;;;;;;;;;;;;;;;
14.533333;-17.011667;Medinatoul Mounawara;;;;;;;;;;;;;;;;;;;;;;;;;;
14.704722;-17.136389;Mbada;;;;;;;;;;;;;;;;;;;;;;;;;;
14.715556;-17.153611;Kahane Fal;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7175;-17.151111;Gola;;;;;;;;;;;;;;;;;;;;;;;;;;
14.719444;-17.169167;Niangane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.716111;-17.181111;Mboul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.736111;-17.181667;Deni Demba Kodou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.736111;-17.181667;Thierigne;;;;;;;;;;;;;;;;;;;;;;;;;;
14.733056;-17.187778;Mbekener;;;;;;;;;;;;;;;;;;;;;;;;;;
14.737778;-17.1975;Diokhe;;;;;;;;;;;;;;;;;;;;;;;;;;
14.699167;-17.230278;Bargny;;;;;;;;;;;;;;;;;;;;;;;;;;
14.743056;-17.249167;Keur Daouda Sar;;;;;;;;;;;;;;;;;;;;;;;;;;
14.848889;-17.150833;Siniane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.865278;-17.174722;Mbakeundeu;;;;;;;;;;;;;;;;;;;;;;;;;;
14.757778;-17.131111;Ndoyene II;;;;;;;;;;;;;;;;;;;;;;;;;;
14.757778;-17.131111;Ndoyene Deux;;;;;;;;;;;;;;;;;;;;;;;;;;
14.757778;-17.131111;Keur Mor Diop;;;;;;;;;;;;;;;;;;;;;;;;;;
14.770278;-17.128889;Gayegnaw;;;;;;;;;;;;;;;;;;;;;;;;;;
15.0125;-17.016389;Gouye Mak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.708333;-17.26;Tiawlene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.739722;-17.303611;Khotane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.726389;-17.315;Gouye Ndioung;;;;;;;;;;;;;;;;;;;;;;;;;;
14.726389;-17.448611;Castors;;;;;;;;;;;;;;;;;;;;;;;;;;
14.719444;-17.447778;Usine Parc;;;;;;;;;;;;;;;;;;;;;;;;;;
14.714167;-17.452222;Quartier Usine;;;;;;;;;;;;;;;;;;;;;;;;;;
14.711944;-17.445;H.L.M. Trois;;;;;;;;;;;;;;;;;;;;;;;;;;
14.711944;-17.445;H.L.M. III;;;;;;;;;;;;;;;;;;;;;;;;;;
14.71;-17.445278;H.L.M. Quatre;;;;;;;;;;;;;;;;;;;;;;;;;;
14.71;-17.445278;H.L.M. IV;;;;;;;;;;;;;;;;;;;;;;;;;;
14.502222;-17.088056;Ndos;;;;;;;;;;;;;;;;;;;;;;;;;;
14.491389;-17.085278;Ndangane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.559722;-17.066667;Ngane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.989167;-17.0125;Talane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.983889;-17.000556;Gouye Sankhal;;;;;;;;;;;;;;;;;;;;;;;;;;
14.738333;-17.144444;Sebitangor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.736944;-17.137222;Tindi Golo;;;;;;;;;;;;;;;;;;;;;;;;;;
14.733611;-17.148889;Kip Kip;;;;;;;;;;;;;;;;;;;;;;;;;;
14.741944;-17.153333;Sebi-Gare;;;;;;;;;;;;;;;;;;;;;;;;;;
14.729167;-17.135278;Pilta Khaye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.711389;-17.151389;Poutou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.617778;-17.081389;Pombo;;;;;;;;;;;;;;;;;;;;;;;;;;
14.612222;-17.092222;Tak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.607778;-17.095833;Diaksaw;;;;;;;;;;;;;;;;;;;;;;;;;;
14.614444;-17.103611;B'oungap;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6275;-17.105833;Mbayar;;;;;;;;;;;;;;;;;;;;;;;;;;
14.629167;-17.104167;Djilakh;;;;;;;;;;;;;;;;;;;;;;;;;;
14.635556;-17.0925;Ngham;;;;;;;;;;;;;;;;;;;;;;;;;;
14.639167;-17.089444;Ndeng;;;;;;;;;;;;;;;;;;;;;;;;;;
14.729444;-17.305278;Diayanga;;;;;;;;;;;;;;;;;;;;;;;;;;
16.197222;-16.363333;Dios Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
16.193333;-16.345;Treich Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
16.202222;-16.321944;Bisset I;;;;;;;;;;;;;;;;;;;;;;;;;;
16.048611;-16.426111;Diougop Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
16.063889;-16.425556;Universite Gaston Berger;;;;;;;;;;;;;;;;;;;;;;;;;;
14.780278;-17.087222;Khaye Ouolof;;;;;;;;;;;;;;;;;;;;;;;;;;
14.792222;-17.108056;Bakenie;;;;;;;;;;;;;;;;;;;;;;;;;;
14.566111;-17.128611;Tilene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.565556;-17.124722;Santiaba;;;;;;;;;;;;;;;;;;;;;;;;;;
14.5625;-17.124167;Keuri Kaw;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6825;-17.137778;Kandam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.670556;-17.130278;Ngouye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.635556;-17.133333;Godofel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.628611;-17.129167;Ndengle;;;;;;;;;;;;;;;;;;;;;;;;;;
14.623056;-17.126944;Dialaw;;;;;;;;;;;;;;;;;;;;;;;;;;
14.623056;-17.126944;Thilaw;;;;;;;;;;;;;;;;;;;;;;;;;;
14.615556;-17.126944;Heramakone;;;;;;;;;;;;;;;;;;;;;;;;;;
14.715556;-17.160556;Dougar Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.680833;-17.105278;B'ounounga;;;;;;;;;;;;;;;;;;;;;;;;;;
14.692778;-17.100833;Mboyenak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.698333;-17.101111;Wasrandou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.686389;-17.098056;Bokhogne;;;;;;;;;;;;;;;;;;;;;;;;;;
14.685;-17.098333;Dotor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.681944;-17.099722;Noung Ndout;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6925;-17.084167;Katialik;;;;;;;;;;;;;;;;;;;;;;;;;;
14.690556;-17.068889;Soun Mbadat;;;;;;;;;;;;;;;;;;;;;;;;;;
14.723611;-17.077778;Keur Dali Sisse;;;;;;;;;;;;;;;;;;;;;;;;;;
16.055278;-16.497222;Ile de Thiong;;;;;;;;;;;;;;;;;;;;;;;;;;
16.060833;-16.475278;Marigot de Kantey;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6775;-17.040833;Fouk;;;;;;;;;;;;;;;;;;;;;;;;;;
14.670833;-17.038611;Teprin II;;;;;;;;;;;;;;;;;;;;;;;;;;
14.734444;-17.215556;Diebeul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.763333;-17.365278;Tiaroye-Gare;;;;;;;;;;;;;;;;;;;;;;;;;;
14.739444;-17.326389;Marigot de Mbaw;;;;;;;;;;;;;;;;;;;;;;;;;;
14.732778;-17.328333;Ab Gokh;;;;;;;;;;;;;;;;;;;;;;;;;;
14.737778;-17.321389;Diadiagui;;;;;;;;;;;;;;;;;;;;;;;;;;
14.756111;-17.232778;Gorbi;;;;;;;;;;;;;;;;;;;;;;;;;;
14.735;-17.24;Bene Tanka;;;;;;;;;;;;;;;;;;;;;;;;;;
14.705556;-17.241944;Kharnial;;;;;;;;;;;;;;;;;;;;;;;;;;
14.700278;-17.231944;Kipe Carriere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.6975;-17.223889;Mbot;;;;;;;;;;;;;;;;;;;;;;;;;;
14.690556;-17.226944;Ndaldali;;;;;;;;;;;;;;;;;;;;;;;;;;
14.661944;-17.039167;Keur Lamane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.657778;-17.077222;Lakh Ndiatokh;;;;;;;;;;;;;;;;;;;;;;;;;;
14.674167;-17.0875;Ainoun;;;;;;;;;;;;;;;;;;;;;;;;;;
14.670556;-17.090833;Niakourdom;;;;;;;;;;;;;;;;;;;;;;;;;;
14.8875;-17.03;Nioulwi;;;;;;;;;;;;;;;;;;;;;;;;;;
14.725556;-17.113056;Yeba Inda;;;;;;;;;;;;;;;;;;;;;;;;;;
14.714722;-17.118333;Gobi;;;;;;;;;;;;;;;;;;;;;;;;;;
14.734167;-17.115;Ngaring;;;;;;;;;;;;;;;;;;;;;;;;;;
14.736111;-17.1175;Diembes;;;;;;;;;;;;;;;;;;;;;;;;;;
14.737778;-17.120278;Yeba I;;;;;;;;;;;;;;;;;;;;;;;;;;
16.008333;-16.497778;Pikine;;;;;;;;;;;;;;;;;;;;;;;;;;
16.017222;-16.4875;Eau Claire;;;;;;;;;;;;;;;;;;;;;;;;;;
16.017222;-16.4975;Leona;;;;;;;;;;;;;;;;;;;;;;;;;;
16.022778;-16.498333;Diameguene;;;;;;;;;;;;;;;;;;;;;;;;;;
16.022778;-16.498333;Diamaguene;;;;;;;;;;;;;;;;;;;;;;;;;;
16.027222;-16.493056;Sor-Ouest Diowling;;;;;;;;;;;;;;;;;;;;;;;;;;
14.659444;-17.184722;Bope;;;;;;;;;;;;;;;;;;;;;;;;;;
14.620278;-17.158889;Khobi;;;;;;;;;;;;;;;;;;;;;;;;;;
14.824444;-17.231389;Wonlak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7475;-17.518333;Ndiongarane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.742222;-17.520833;Les Almadies;;;;;;;;;;;;;;;;;;;;;;;;;;
14.734444;-17.507222;Ndare;;;;;;;;;;;;;;;;;;;;;;;;;;
14.760278;-17.488056;Warar;;;;;;;;;;;;;;;;;;;;;;;;;;
14.764444;-17.483889;Tonghor;;;;;;;;;;;;;;;;;;;;;;;;;;
14.754444;-17.481111;Tombeul Ma;;;;;;;;;;;;;;;;;;;;;;;;;;
14.758611;-17.470278;Ngaparou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.845278;-16.525278;Parc National de La Langue de Barbarie;;;;;;;;;;;;;;;;;;;;;;;;;;
14.801944;-17.045;Galane;;;;;;;;;;;;;;;;;;;;;;;;;;
16.030278;-16.498056;Sor-Nord;;;;;;;;;;;;;;;;;;;;;;;;;;
16.100833;-16.300833;Tieurigne;;;;;;;;;;;;;;;;;;;;;;;;;;
16.079167;-16.2875;Gobak;;;;;;;;;;;;;;;;;;;;;;;;;;
16.117222;-16.256389;Diabaye;;;;;;;;;;;;;;;;;;;;;;;;;;
16.014167;-16.279722;Ndiobene Takhmbeut;;;;;;;;;;;;;;;;;;;;;;;;;;
14.707222;-17.445278;H.L.M. Cinq;;;;;;;;;;;;;;;;;;;;;;;;;;
14.707222;-17.445278;H.L.M. V;;;;;;;;;;;;;;;;;;;;;;;;;;
14.702222;-17.4475;Cite du Port de Commerce;;;;;;;;;;;;;;;;;;;;;;;;;;
14.709167;-17.449167;Ouagou Niaye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.711389;-17.453056;Niari Tali;;;;;;;;;;;;;;;;;;;;;;;;;;
14.834444;-17.229722;Marigot de Sangalkam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.757778;-17.122222;Soulouf;;;;;;;;;;;;;;;;;;;;;;;;;;
14.761667;-17.116111;Ngaparou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7575;-17.108611;Ngalap;;;;;;;;;;;;;;;;;;;;;;;;;;
14.753611;-17.093889;Mboul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.760556;-17.075833;Santhie Serere;;;;;;;;;;;;;;;;;;;;;;;;;;
14.535278;-17.005556;Kobgoyane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.850833;-17.143056;Khalamba;;;;;;;;;;;;;;;;;;;;;;;;;;
14.858333;-17.128889;Tialane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.845833;-17.124444;Pom Mor Dia;;;;;;;;;;;;;;;;;;;;;;;;;;
14.875833;-17.1275;Sangobidene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.714167;-17.45;Bene Tali;;;;;;;;;;;;;;;;;;;;;;;;;;
14.718056;-17.455;S.I.C.A.P. Liberte III;;;;;;;;;;;;;;;;;;;;;;;;;;
14.718056;-17.455;S.I.C.A.P. Liberte Trois;;;;;;;;;;;;;;;;;;;;;;;;;;
14.712222;-17.458889;Stade Demba Diop;;;;;;;;;;;;;;;;;;;;;;;;;;
14.711667;-17.461111;S.I.C.A.P. Liberte I;;;;;;;;;;;;;;;;;;;;;;;;;;
14.711667;-17.461111;S.I.C.A.P. Liberte Un;;;;;;;;;;;;;;;;;;;;;;;;;;
14.709444;-17.463889;Baobabs;;;;;;;;;;;;;;;;;;;;;;;;;;
14.709444;-17.463889;S.I.C.A.P. Baobabs;;;;;;;;;;;;;;;;;;;;;;;;;;
14.706389;-17.468889;S.I.C.A.P. Karak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.706389;-17.468889;Karak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.706667;-17.474444;Mermoz;;;;;;;;;;;;;;;;;;;;;;;;;;
14.706667;-17.474444;S.I.C.A.P. Mermoz;;;;;;;;;;;;;;;;;;;;;;;;;;
14.705278;-17.459444;S.I.C.A.P. Rue Dix;;;;;;;;;;;;;;;;;;;;;;;;;;
14.705278;-17.459444;S.I.C.A.P. Rue 10;;;;;;;;;;;;;;;;;;;;;;;;;;
14.975833;-17.003889;Mbayene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.969444;-17.038056;Dieleuk Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.558611;-17.018611;Keur Dali;;;;;;;;;;;;;;;;;;;;;;;;;;
14.575556;-17.030278;Sindia Lorom;;;;;;;;;;;;;;;;;;;;;;;;;;
14.566389;-17.0325;Sindia Kafngoun;;;;;;;;;;;;;;;;;;;;;;;;;;
14.522222;-17.029444;Kounkoundour;;;;;;;;;;;;;;;;;;;;;;;;;;
14.5225;-17.045278;Ndombo;;;;;;;;;;;;;;;;;;;;;;;;;;
14.721944;-17.145;Ndjibokh;;;;;;;;;;;;;;;;;;;;;;;;;;
14.719722;-17.140556;Bara;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7125;-17.135;Gandoul Bambara;;;;;;;;;;;;;;;;;;;;;;;;;;
14.713611;-17.126944;Ndiapokhogne;;;;;;;;;;;;;;;;;;;;;;;;;;
14.711389;-17.125556;Mbang;;;;;;;;;;;;;;;;;;;;;;;;;;
14.708333;-17.116111;Kodang;;;;;;;;;;;;;;;;;;;;;;;;;;
14.705278;-17.115833;Tok Lou Ouolof;;;;;;;;;;;;;;;;;;;;;;;;;;
14.684722;-17.435556;Dakar-Marine;;;;;;;;;;;;;;;;;;;;;;;;;;
14.682778;-17.4275;Rade Interieure;;;;;;;;;;;;;;;;;;;;;;;;;;
14.733611;-17.418889;Hann-Montagne;;;;;;;;;;;;;;;;;;;;;;;;;;
14.76;-17.424167;Tounde Ndargou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.726389;-17.491667;Taklou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.723889;-17.491944;Mboul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.73;-17.485833;Terme Sud;;;;;;;;;;;;;;;;;;;;;;;;;;
14.731111;-17.471389;Reni Diakhaye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.828611;-17.212222;Gouye Guewel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.856389;-17.191667;Deni Guedj;;;;;;;;;;;;;;;;;;;;;;;;;;
14.871944;-17.137222;Darou Serigne Mansour Si;;;;;;;;;;;;;;;;;;;;;;;;;;
14.873889;-17.160833;Kaniak;;;;;;;;;;;;;;;;;;;;;;;;;;
14.886111;-17.153333;Wel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.895833;-17.135833;Ndiokhob;;;;;;;;;;;;;;;;;;;;;;;;;;
14.723056;-17.279444;Nimzat;;;;;;;;;;;;;;;;;;;;;;;;;;
14.720556;-17.276389;Guendel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.724167;-17.265278;Santiaba;;;;;;;;;;;;;;;;;;;;;;;;;;
14.726667;-17.278056;Fas;;;;;;;;;;;;;;;;;;;;;;;;;;
14.733611;-17.258889;Ndienawat;;;;;;;;;;;;;;;;;;;;;;;;;;
14.742222;-17.291667;Mber;;;;;;;;;;;;;;;;;;;;;;;;;;
14.748611;-17.293611;Tiewet;;;;;;;;;;;;;;;;;;;;;;;;;;
14.743333;-17.313056;Halte de Mbaw;;;;;;;;;;;;;;;;;;;;;;;;;;
14.553333;-17.062778;Ngombol;;;;;;;;;;;;;;;;;;;;;;;;;;
14.965;-17.043056;Bereup Sow;;;;;;;;;;;;;;;;;;;;;;;;;;
14.964722;-17.078889;Diamm Dieuk;;;;;;;;;;;;;;;;;;;;;;;;;;
14.946389;-17.112778;Niaf Nangou;;;;;;;;;;;;;;;;;;;;;;;;;;
15.005556;-17.053056;Diene Waye;;;;;;;;;;;;;;;;;;;;;;;;;;
15.04;-17.029167;Keur Mam Awa;;;;;;;;;;;;;;;;;;;;;;;;;;
14.651111;-17.433333;Phare du Cap Manuel;;;;;;;;;;;;;;;;;;;;;;;;;;
14.733611;-17.453056;Khar Yalla;;;;;;;;;;;;;;;;;;;;;;;;;;
14.603889;-17.076944;D'angd'ang;;;;;;;;;;;;;;;;;;;;;;;;;;
14.615278;-17.0175;Bandia Bambara;;;;;;;;;;;;;;;;;;;;;;;;;;
14.616111;-17.023333;Ndiorokh Ndoutane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.626389;-17.037778;Sessene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.630833;-17.030278;Ndenguele;;;;;;;;;;;;;;;;;;;;;;;;;;
14.792778;-17.227778;Khoun Ndiougouye;;;;;;;;;;;;;;;;;;;;;;;;;;
14.838333;-17.219167;Marigot de Wayambam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.716389;-17.073889;Khout Yine;;;;;;;;;;;;;;;;;;;;;;;;;;
14.720833;-17.084444;Landou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.789444;-17.122778;Guentou Mangone;;;;;;;;;;;;;;;;;;;;;;;;;;
14.787778;-17.148611;Foret de Deni Youssou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.844167;-17.139167;Darou Bayakh Silla;;;;;;;;;;;;;;;;;;;;;;;;;;
14.764722;-17.063611;Bambara;;;;;;;;;;;;;;;;;;;;;;;;;;
14.767778;-17.056389;Mbayene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.835833;-17.034722;Keur Youssou;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7275;-17.061944;Teguis;;;;;;;;;;;;;;;;;;;;;;;;;;
14.731944;-17.051944;Soutna;;;;;;;;;;;;;;;;;;;;;;;;;;
14.775556;-17.268611;Medina Tioub;;;;;;;;;;;;;;;;;;;;;;;;;;
14.7775;-17.285556;Sori Miniane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.765;-17.264722;Ndiakane;;;;;;;;;;;;;;;;;;;;;;;;;;
14.733333;-17.252778;Takh;;;;;;;;;;;;;;;;;;;;;;;;;;
16.156667;-16.301667;Nbela;;;;;;;;;;;;;;;;;;;;;;;;;;
16.139444;-16.318056;Ndiol Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
16.102222;-16.3325;Lamsar Peul;;;;;;;;;;;;;;;;;;;;;;;;;;
14.760833;-17.466389;Layene;;;;;;;;;;;;;;;;;;;;;;;;;;
14.741389;-17.451111;Minam;;;;;;;;;;;;;;;;;;;;;;;;;;
14.727778;-17.434167;Parc Forestier de Hann;;;;;;;;;;;;;;;;;;;;;;;;;;
14.727778;-17.434167;Parc de Hann;;;;;;;;;;;;;;;;;;;;;;;;;;
14.680556;-17.218056;Minam;;;;;;;;;;;;;;;;;;;;;;;;;;
