LAT;LONG;FULL_NAME_RO
10;1.35;Ntounkoi
10;1.35;Nhoubokoï
9.516667;.8;Noukountindé
7.583333;1.633333;Kpoktomechi
6.666667;.966667;Kpodji
6.666667;.966667;Kodji
10.65;.2;Mont Norbak
7.2;1.05;Kpégnon Atchikiti
10.933333;.05;Kpazani
9.783333;1.283333;Montagne d’ Assiré
9.783333;1.283333;Montagne d’ Asiré
10.133333;.966667;Tchintchingou
7.333333;1.033333;Tchépakopé
9.016667;1.2;Tchavadé
6.816667;1.3;Djobédji
9.283333;1.183333;Avouvou
6.25;1.75;Aviguénou
6.25;1.75;Avigénou
8.283333;1.25;Kédiémi
6.866667;.733333;Dougadji
6.5;.716667;Lavouékopé
6.5;.716667;Lavwé Kopé
10.833333;.35;Manbou
9.083333;.933333;Forêt Classée du Malfakassa
9.666667;.85;Makaléa
7.216667;.9;Mont Adekpé
9.95;.966667;Pamou
7.833333;1.1;Pallakoko
7.833333;1.1;Palakoko
7.716667;1.383333;Pakroupa
7.466667;1.133333;Avédjé
7.333333;1.283333;Toboéssé
6.783333;.6;Kalakala
6.8;1.133333;Djakpo
10.916667;.5;Djabontoti
6.166667;1.133333;Lankouvé
10.433333;.733333;Kargou
8.033333;1.616667;Okbo
8.033333;1.616667;Okpo
7.65;.883333;Okouna
7.6;1.016667;Oklamoui
6.55;1.533333;Atikpovi Kopé
6.55;1.533333;Atikpoévikopé
6.516667;1.033333;Abazikopé
8.25;1.583333;Aba
10.383333;.516667;Tiékou
9.7;1.15;Koza
9.35;.55;Kouyounlé
6.416667;.983333;Kouvé
7.35;1.183333;Amoukopé
7.75;.616667;Mont Pakesié Bepo
6.483333;.9;Ziwo
6.483333;.9;Akinfénou
6.483333;.966667;Koudasi
6.483333;.966667;Koudassi
7.016667;1.15;Gblikopé
6.666667;1.316667;Gbenblévé
6.666667;1.316667;Amou Kopé
9.833333;.483333;Nabouri
10.05;1.216667;Sepaga
9.283333;1.05;Mont Sekfolo
10.116667;.6;Séboukoualé
9.433333;.533333;Béoaja
9.016667;1.5;Agouna
9.016667;1.5;Agoura
7.066667;.716667;Akpokli
7.083333;1.166667;Tiaromé
10.616667;.55;Tianbouanga
9.766667;.666667;Dianbildo
10.383333;.6;Diakorga
10.883333;.1;Diabanta
10;1.316667;Tanakou
9.4;1.116667;Tamboulado
6.883333;1.15;Agotové
6.616667;.75;Agohoumé
6.616667;.75;Agoromé
6.683333;.85;Voukpo
6.683333;.85;Woukpo
6.366667;1.566667;Vo Tokpli
6.416667;1.5;Préfecture de Vo
6.416667;1.5;Circonscription de Vogan
7.05;1.15;Rodokpé
7.05;1.15;Rodokopé
7.016667;1.033333;Baluikopé
9.183333;.9;Balanka
10.666667;.083333;Bakokozé
7.516667;.716667;Enaoué
9.8;.35;Moukpido
9.983333;1.133333;Forêt Classée du Mont Amalo
9.7;.983333;Forêt Classée de Monda
7.383333;1.216667;Afikopé
6.6;.7;Kpavou
6.6;.7;Akpavou
6.383333;.916667;Zoubégan
6.233333;1.616667;Zongo
6.7;1.083333;Gamélili
10.5;.35;Galangachi Ban
8.066667;1.5;Mont Bodjayé
6.333333;1.566667;Gotivi
10.816667;.533333;Pobouanga
9.75;.933333;Pilia
9.783333;1.216667;Montagne de Pésséré
9.783333;1.216667;Montagne de Peséré
9.916667;1.033333;Mont Béhao
6.483333;.85;Bédo
7.05;.733333;Bavé
7.066667;.933333;Eda
7.233333;.683333;Dzogbégan
7.966667;1.216667;Dousekboulé
10.783333;.666667;Natianbouanga
7.266667;.666667;Bogo
7.266667;.666667;Bogo Ahlo
7.266667;.666667;Bogo Arlon
9.333333;1.283333;Bodoudé
9.333333;1.283333;Pédaudé
9.683333;.883333;Akomommboua
9.683333;.883333;Akomomboua
6.35;1.716667;Aklakou Molokou
6.983333;.65;Woumé
6.983333;.65;Woame
6.85;.566667;Ouamé
6.85;.566667;Womé
6.516667;1.166667;Wodou
6.25;1.566667;Kwénou
6.25;1.566667;Kouénou
7.183333;1.166667;Khra
7.183333;1.166667;Chra
7.183333;1.166667;Kra
10.666667;.166667;Kangou
7.666667;.9;Ogaya
8.05;1.416667;Ofé
7.45;1.116667;Odikopé
7.566667;1.1;Obédi
7.5;1.25;Atchou
6.466667;.983333;Atiavé
6.466667;.983333;Atchavé
10.9;.85;Pendjari
10.9;.85;Pendjari
10.9;.85;Penjari
10.9;.85;Pendjari
10.9;.85;Pins’héri
10.9;.85;Kounné Rivière
9.8;.483333;Dandan
11.033333;.733333;Danboisisi
11.033333;.733333;Danboississi
9.133333;1.016667;Danalo
6.7;.833333;Adamé
6.7;.833333;Damadé
6.833333;1.216667;Dalia
10.783333;.383333;Mont Dalango
8.633333;1.016667;Dalangda
10.266667;.616667;Dalaïka
9.683333;.35;Dakpé
10.55;.65;Dakouadé
6.283333;1.666667;Dakondji
7.333333;1.6;Daïdéhoué
6.633333;1.066667;Dahoumé
6.766667;1.533333;Dahoué
7.983333;1.2;Nyamoussila
7.983333;1.2;Nyamassila
7.983333;1.2;Njamassilla
7.983333;1.2;Njamassila
7.983333;1.2;Nyamasila
9.383333;1.016667;Mont Nyalo
9.95;.6;Nuhundo
10;1.333333;Ntounkwé
6.65;1.016667;Ntitidomé
9.95;.683333;Npoula Tiéka
10.083333;.383333;Nparé
6.683333;1.383333;Nousourou Kopé
6.683333;1.383333;Noussouroukopé
9.683333;1.05;Montagne Noumbo
9.4;1.083333;Noumbannda
9.4;1.083333;Noumbanda
6.633333;1.116667;Nouko
10.716667;.05;Nouat
7.083333;1.25;Nuatjo
7.083333;1.25;Subdivision de Nuatja
7.083333;1.25;Nouatja
7.083333;1.25;Préfecture du Haho
7.083333;1.25;Circonscription de Nuatja
7.083333;1.25;Circonscription de Notsé
6.55;1.2;Sévo Kopé
6.55;1.2;Nossikopé
6.55;1.2;Nosi Kopé
7.8;1.316667;Houndjogokopé
6.266667;1.65;Houndjémé
6.883333;.85;Houmokodji
10.766667;.033333;Dassouti
10.766667;.033333;Dasouti
6.5;1.6;Dassou Kondji
6.5;1.6;Dasou Kondji
7.466667;1.116667;Dassékopé
9.416667;1.066667;Daroum
10.616667;.433333;Dapon
10.916667;.166667;Circonscription de Dapaong
10.916667;.166667;Dapaon
10.916667;.166667;Circonscription de Dapango
10.916667;.166667;Cercle de Dapango
10.916667;.166667;Préfecture de Tone
10.916667;.166667;Dapong
10.863889;.205;Dapong
10.863889;.205;Dapaong
10.863889;.205;Dapango
9;1.483333;Forêt Classée de Dantcho
9;1.483333;Forêt Classée de Dantjo
7.783333;.766667;Danlé
8.966667;.583333;Dankessi
6.516667;.983333;Anyron
6.516667;.983333;Agnron
6.516667;.983333;Agnoron
6.266667;1.566667;Agnrokopé
6.266667;1.566667;Agnronkopé
6.266667;1.566667;Anyro Kopé
7.933333;1.15;Agnougbaté
7.433333;.6;Agnoualagnoua
6.766667;.716667;Agnibé
6.2;1.516667;Aglomé
6.75;1.55;Aglénosihoué
6.633333;.783333;Aglagokopé
7.866667;1.616667;Agbota
7.516667;1.15;Agbonou
7.066667;1.616667;Agbondji
6.8;1;Agbolokopé
6.7;1.333333;Agbalipou
6.7;1.333333;Agbolifou
7.433333;.666667;Agbokopé
7.916667;1.1;Agboguiéto
6.583333;1.166667;Préfecture du Zio
6.583333;1.166667;Circonscription de Tsévié
6.583333;1.166667;Préfecture de Tsévié
6.716667;.65;Tsétsé Kopé
9.333333;1.133333;Taou
9.1;1.25;Toa
9.1;1.25;Tao
10.95;.35;Tantouhoga
10.95;.35;Tantoga
10.85;.266667;Tantouagou
10.966667;.3;Tantoga
10.066667;.416667;Tantiérékou
6.616667;.9;Yokbakopé
6.616667;.9;Nyitakpo
6.533333;1.15;Nyilékpé Kpénou
6.533333;1.15;Nirekpé
6.7;1.016667;Nyativé
6.7;1.016667;Nyiativé
6.666667;.783333;Nyativé
6.666667;.783333;Mavenou
8.233333;.766667;Mpoti
8.433333;1.15;Moutouboua
7.033333;.95;Mounia
7.633333;.933333;Mouna
10.633333;.533333;Moulimané
9.5;.366667;Moui
6.466667;1.683333;Motchan Kopé
6.7;.666667;Voukpo
6.7;.666667;Dzodzowo
6.416667;.95;Vwi
6.416667;.95;Voui
6.416667;.95;Abéssakopé
6.75;1.1;Voudoukopé
6.383333;1.516667;Voudjagblé
7.116667;1.633333;Possourhé
7.216667;1.516667;Poroudji
10.5;.683333;Popouako
7.333333;1.166667;Kofigato
7.433333;1.45;Koffikopé
7.5;1.316667;Kofédo
6.433333;1.783333;Vodomé Gbétounou
6.416667;1.5;Vo Ativé
6.416667;1.5;Atiwé
6.416667;1.5;Vo-Attivé
6.583333;1.616667;Lac Élia
7.916667;.666667;Mont Elélé
7.45;.833333;Elavagnon Agoudié
7.183333;.766667;Tsavié
6.983333;1.333333;Tsagba
6.983333;1.333333;Tsaga
6.916667;1.283333;Trémahonlé
10.033333;.55;Sammti
10.033333;.55;Samti
7.166667;1.116667;Sampadja
10.7;.183333;Sammboumé
10.7;.183333;Samboumé
8.616667;1.583333;Samana
8.433333;1.366667;Samaï
8.983333;1.183333;Salimmdé
8.983333;1.183333;Salimdé
10;1.1;Salawou
8.466667;1.4;Salanigué
11;.483333;Salanbagou
7.866667;.716667;Salaga
7.683333;.783333;Ban Houo
9.85;.816667;Bangbou
9.416667;.616667;Pánjere
9.416667;.616667;Banjeli
9.416667;.616667;Bangeli
9.416667;.616667;Banyéli
9.416667;.616667;Bandjéli
10.966667;.816667;Bandali
7.533333;1.05;Vou Apéga
7.533333;1.033333;Ewou
7.533333;1.033333;Vou
6.533333;1.683333;Vontou
6.416667;1.033333;Vonougba
6.416667;1.033333;Kpétohi
6.283333;1.516667;Wogba
6.283333;1.516667;Vogba
6.283333;1.516667;Oba
6.383333;1.233333;Voévé
10.683333;.516667;Sabinfono
6.6;1.516667;Saba
10.816667;.65;Saako
7.666667;.833333;Rokotobio
6.533333;1.366667;Rhodémi
6.566667;1.016667;Rhli Agbé
6.566667;1.016667;Hilhagbé
9.8;.633333;Bamandou
6.933333;1.05;Baloué
6.933333;1.05;Balui
10.15;.616667;Balongo
10.583333;.466667;Ponio
9.7;.916667;Misséouta
6.883333;1.05;Missahomé
6.933333;.6;Forêt Classée de Missahohé
6.933333;.6;Foret Classée de Misahohé
6.95;.583333;Missahohé
6.95;.583333;Misahöhé
6.95;.583333;Misahœhé
6.283333;1.7;Mikoumé Kondji
7.283333;1.583333;Métonokoé
6.8;1.1;Messaoué
6.316667;1.666667;Méssan Kondji
6.316667;1.666667;Mésan Kondji
6.716667;.933333;Méssakopé
6.716667;.933333;Mésan Kopé
7.866667;.783333;Mont Mérinoué
8.75;1.166667;Mérahoué
7.183333;.866667;Mont Mélindo
6.5;1.616667;Afanyan Bléta
6.5;1.616667;Afagnan-Bletta
6.683333;1.583333;Afan
6.683333;1.583333;Afa
7.916667;1.166667;Afakodja
8.766667;1.483333;Kofé Agba
7.5;1.2;Koétadi
9.383333;1.283333;Kodola
6.566667;1.3;Kodo
9.666667;1.1;Kodjoukobo
6.25;1.733333;Kodjoui Kopé
7.6;1.033333;Kodjo Aza
6.783333;1.583333;Kodjilou
6.633333;.833333;Kodjé
7.983333;1.116667;Kodiokpégblé
9.7;1.216667;Kodiènè Ité
9.716667;1.2;Kodiènè Isoda
9.716667;1.2;Kodiènè Issoda
8.45;1.466667;Kodado
9.683333;1.116667;Kmélou
7.283333;.716667;Elawagnon
7.283333;.716667;Elavagnon
6.3;1.55;Ekwi
6.8;1.15;Ekpla
6.9;.833333;Ekpla
6.5;1.116667;Ekpévé
6.5;1.116667;Kpévé
7.95;1.233333;Ekouatoué
7.45;.666667;Monts Ekon
7.666667;1.316667;Ekobou
7.666667;1.316667;Efiété
7.666667;1.333333;Eko
7.416667;.766667;Ehatcho
7.4;1.166667;Egoukopé
6.966667;.533333;Egoui
7.716667;.933333;Mont Egli
7.75;.75;Egbouendé
10.1;.883333;Bandai Séta
9.366667;1.166667;Banaou
9.5;.516667;Bamoundo
10.85;.516667;Bamoina
10.85;.516667;Bamanga
9.083333;.483333;Bambané
9.75;1.1;Agbandé
9.666667;.95;Angbandé
9.666667;.95;Agbandé
9.316667;1.35;Agbandaodé
8.766667;1.566667;Agban
8.716667;.766667;Agbalé
6.816667;1.616667;Rapides d’ Agbako
7.65;1.266667;Agbafrou
8.316667;1.483333;Agbadiou
8.316667;1.483333;Akbadiou
6.466667;.8;Tové
6.466667;.8;Tové Kpedji
6.883333;.65;Tové
6.716667;1.25;Tové
6.516667;.883333;Touvoui
6.516667;.883333;Touvwi
6.966667;.85;Toutouto
10.916667;.016667;Toutoug
7.916667;.766667;Mont Toutoubiro
7.1;.733333;Toutou
10.383333;.583333;Touronti
9.616667;.966667;Tountouloumbou
10.366667;.583333;Tountiounga
9.9;.983333;Tounta
9.766667;.5;Touni
10.683333;.25;Toungbandangou
6.983333;.566667;Balla
10.816667;.016667;Balkok
10.683333;.066667;Mont Balidiok
9.45;.9;Balaroumou
9.266667;.533333;Bakpaya
10.8;.066667;Bakpansouga
9.5;.583333;Bakoulo
9.066667;.533333;Bakoulé
10.316667;.65;Bakoué
9.266667;.566667;Bakari
6.283333;1.766667;Bakari
6.283333;1.766667;Bakari Kondji
10.8;.316667;Mont Bagué
6.333333;.983333;Bagbé
6.216667;1.566667;Adyéna Kondji
6.35;1.516667;Adourho Kondji
6.35;1.516667;Atouko Kondji
7.866667;.816667;Adoukrom
6.316667;1.633333;Adoukoé
6.316667;1.633333;Adoukoué
10.216667;.95;Adoukbé
7.416667;.766667;Adomi Abra
8.05;1.116667;Adomé
6.633333;1.183333;Adokpwé
6.633333;1.183333;Adokpoué
6.916667;1.55;Adokou
8.666667;1.566667;Adjouga
6.683333;1.1;Adjonikopé
6.5;1.033333;Adjogbénouko
6.333333;1.583333;Dévégo
6.333333;1.583333;Adjodogou
7.983333;1.5;Adjodo
6.783333;1.533333;Tométikondji
7.166667;1.166667;Toméné
6.966667;.65;Tomégbé
6.966667;.65;Tongbe
6.666667;1.133333;Tomégbé
6.816667;.666667;Tomé
9.466667;.983333;Tomboua
7.2;.85;Tomané
10.716667;.033333;Toman
9.716667;1.25;Mont Toldjia
6.916667;.583333;Tokpono
6.3;1.65;Tokpo Kondji
6.3;1.65;Topo Kondji
7.133333;.8;Tokpogni
6.783333;.916667;Tokpo
9.4;1.166667;Paywawaya
10.25;.466667;Payokou
10.25;.466667;Paiokou
9.333333;1.183333;Payambou
10.05;.783333;Pango
9.65;1.266667;Pangalo
9.95;.766667;Pangadiéka
10.066667;.683333;Panga
10.983333;.5;Pandjaga
10.983333;.5;Pandjara
9.916667;.766667;Pandia
10.2;.866667;Magou
7.233333;1.333333;Madiamakou
9.416667;1.15;Madafavé
9.8;.766667;Mabo
9.2;1.05;Lugioréooua
7.566667;1.6;Lovè
9.016667;.816667;Loukoulou
9.4;1.35;Loukou
10.683333;.2;Louanou
10.633333;.15;Louankpongou
10.916667;.316667;Louanga
7.133333;.916667;Kétovi
9.133333;1.566667;Kétou
7.166667;.666667;Kétémé
9.15;.766667;Kétaon
9.266667;.783333;Kétangbao
7.366667;1.3;Kétaboé
10.416667;.3;Kerkété
10.15;.883333;Forêt Classée de la Kéran
7.166667;1.3;Kéoumé
9.233333;1.233333;Forêt Classée de Kémini
9.233333;1.233333;Forêt Classée de Kéméni
9.066667;.633333;Kemanboun
8.683333;.933333;Kélouda
8.966667;1.283333;Kéloalé
7.833333;.633333;Dorolakpano
6.35;.983333;Doplala
7.25;1.616667;Donoumé
6.85;.55;Donokofé
6.533333;1.133333;Dono
7.3;1.35;Donko
6.75;1.333333;Donglobo
10.833333;.783333;Donga
10.816667;.8;Donga
7.516667;.516667;Domi
6.616667;1.55;Domé
9.116667;1.366667;Domala
6.616667;.766667;Dokpé Kopé
7.6;.75;Forêt de Dokoutché
10.65;.15;Doklé
7;1.4;Dogokono
8.366667;1.366667;Dogokodji
7.266667;1.633333;Kativou
9.483333;1.383333;Katiombiya
6.533333;1.566667;Katikoué
10.316667;.366667;Katiaba
8.2;.683333;Katchanké
8.2;.683333;Ketchekpé
9;.616667;Katcha
9;.616667;Katscha
9;.616667;Kaïcha
9.283333;.65;Katcha
9.316667;1.166667;Kataï
9.7;1.166667;Katafou
9.2;.8;Kasso
8.883333;1.083333;Kasséna
6.783333;1.166667;Soglobo
6.783333;1.166667;Doglobo
6.633333;.75;Doglobo
6.85;1.366667;Dodo Vegou
6.85;1.366667;Dodo Vego
7.816667;.616667;Mont Dodokagbané
6.683333;.966667;Djobé Kopé
6.683333;.966667;Dzobékopé
6.783333;1.616667;Djirekpon
6.783333;1.616667;Direkpon
6.783333;1.616667;Djrekpon
7.416667;1.033333;Djiméné
8.766667;1.316667;Awéndia
8.766667;1.316667;Awenndia
9.85;.95;Awassa
9.45;1.216667;Awandjello
9.45;1.216667;Awandjélo
7.633333;1.2;Awagomé
7.633333;1.2;Awogame
7.633333;1.2;Aouagomé
7.183333;1.016667;Avoukouékopé
6.8;1.216667;Avouko
6.75;1.1;Avolokopé
7.816667;1.6;Avolé
6.166667;1.133333;Avoémé
6.516667;1.166667;Avlata
6.366667;1.516667;Avévonou
6.4;1.766667;Awewé
6.4;1.766667;Avéré
6.4;1.766667;Avévé
9.15;1.1;Adarra
6.883333;1.15;Adanouvé
7.4;1.266667;Adanou
8.2;.983333;Adamiabo
8.2;.983333;Adaniabo
9.166667;1.1;Adane
9.216667;1.083333;Adanauara
6.983333;.6;Adamé
6.333333;1.783333;Adamé
6.55;.8;Adakopé
7.066667;.7;Adagali
6.683333;.666667;Adavo Kopé
6.683333;.666667;Adafokopé
6.683333;.666667;Dafokopé
6.3;1.533333;Dabou Kopé
6.3;1.533333;Adabou Kopé
7.066667;.633333;Mont Achato
6.616667;1.016667;Avélébé
6.616667;1.016667;Abvélébé
7.616667;.6;Abrewanko
7.616667;.6;Abréouanko
9.366667;1.016667;Colline Abouesa
9.366667;1.016667;Colline Abouessa
9.466667;1.166667;Aboua Losso
9.866667;1.316667;Toabou
10.066667;.8;Oungan
10.166667;.816667;Ounga
7.566667;.983333;Ounabé
9.616667;.8;Lanké
9.216667;.75;Langondé
8.15;1.133333;Langabou
7.55;1.35;Oniakopé
7.516667;1.333333;Oniadokopé
6.716667;1.133333;Lamouedji
9.466667;1.15;Lambo
10.733333;.133333;Kanfiaré
10.916667;.616667;Kandjoualé
9.566667;.266667;Kandio
9.566667;.266667;Kandjock
9.866667;1.15;Kandewa
7.2;.8;Mont Tito
8.6;1.15;Titigbé
8.616667;1.133333;Titigbé
9.883333;.8;Titiar
9.9;.95;Tirté
9.816667;.683333;Tipakpane
9.566667;.866667;Tioutiou
10.6;.233333;Tiouk
8.566667;.6;Tiotioko
9.4;.8;Tioré
9.4;1.266667;Tiom
9.083333;1.183333;Tiodiga
7.283333;.666667;Tinipé
7.383333;1.15;Tingué
8.516667;1.3;Tinandé
11;.25;Timanga
10.733333;.516667;Djaboni
10.716667;.5;Djaboni
10.7;.266667;Mont Djabir
10.033333;1.233333;Oumou
10.033333;1.233333;Boundéri
7.133333;.6;Mont Oulouto
10.883333;.35;Oulongou
7.45;.9;Oulita Hohoé
7.516667;.916667;Oulita
7.533333;.883333;Oulébé
10.833333;.45;Oulbéni
10.783333;.433333;Oulbéni
7.483333;1.1;Oulatché
9.316667;1.2;Lembao
9.416667;.95;Léllé
9.416667;.95;Lélé
8.133333;1.466667;Lékoan
6.333333;.9;Lékétékopé
6.933333;1.35;Atchoukpé
7.483333;1.4;Atchinéboukopé
7.55;1.633333;Atchéki
8.116667;1.133333;Langabou
9.616667;1.1;Kasalanga
9.616667;1.1;Kassalanga
8.7;.8;Karnizi
9.866667;1.116667;Mont Karkaroua
9.866667;1.116667;Mont Kakaroua
7.2;1.166667;Karigora
10.866667;.033333;Kariata
10.016667;.416667;Kara
9.8;1.333333;Kara
10;1.316667;Kapoo
6.733333;.8;Kapokopé
9.266667;1.45;Kapan
7.033333;1.1;Kapakopé
10.65;.25;Lambintan
8.466667;1.066667;Lama Wédé
9.583333;1.166667;Circonscription de Lama-Kara
9.583333;1.166667;Kara
9.583333;1.166667;Préfecture de la Kozah
9.633333;1.2;Lama Bou
9.75;.35;Lalari
8.15;.783333;Lalamila
6.616667;.8;Lankui
6.616667;.8;Lakwi
10.5;.35;Laktaon
10.633333;.55;Lakourbouanga
9.75;1.033333;Lakimbo
9.1;.516667;Lajoudoun
10.616667;.783333;Lahoutiéniou
10.616667;.783333;Lahoutiegnou
7.066667;1.566667;Lahiougan
9.966667;1.033333;Fermes de Kandé
10.716667;.75;Kanbouanga
10.716667;.75;Bourougben
10.716667;.75;Kanboanga
9.133333;.516667;Kampalé
8.1;1.566667;Kamina
7.516667;1.166667;Kamina
8.433333;1.1;Kamboua
8.433333;1.1;Kanmboua
8.75;1.6;Gambolé
8.75;1.6;Kanmbole
8.75;1.6;Kambolé
8.75;1.6;Kaboli
8.75;1.6;Cabolé
8.75;1.6;Cambole
9.016667;.7;Kamassé
8.95;.616667;Kamangbara
9.066667;.716667;Kama
7.583333;.566667;Kaliko Agbo
9.366667;.666667;Kali
8.066667;1.266667;Kalékodi
10.716667;.283333;Mont Djabigué
8.516667;.983333;Forêt Classée de la Montagne de Sotouboua
8.516667;.983333;Forêt Classée de Djabatoré
8.516667;.983333;Forêt Classée de Bjabatore
8.533333;.966667;Djebotauré
8.533333;.966667;Djabotaure
8.533333;.966667;Djabatoré
8.533333;.966667;Djabatauré
8.533333;.966667;Djabataouré
8.533333;.966667;Dyabotaouré
7.833333;.816667;Ditero
9.433333;.7;Ditanpayabouri
9.533333;.266667;Dioubo
8.6;1.316667;Diomé
9.2;.583333;Dimouri
8.2;.616667;Dikpéléou
8.2;.616667;Dikpékou
8.25;1.1;Diguina
9.516667;1.116667;Diévene
10.966667;.016667;Diépiéni
10.466667;.7;Diengalé
6.466667;1.683333;Atikplé Kopé
6.466667;1.683333;Attikplé Kopé
7.016667;1.433333;Atchavou
6.866667;1.216667;Atschawe
6.866667;1.216667;Atchavé
6.866667;1.216667;Atchanvé
6.516667;1.166667;Atchavé
6.983333;1.5;Forêt Classée de Tététou-Sud
7.033333;1.483333;Forêt Classée de Tététou-Nord
7.383333;.683333;Télébé
7.383333;.683333;Tétébé
7.716667;.666667;Tessiam
6.5;1.5;Zone de la Terre de Barre
6.45;.966667;Tounouvé
6.45;.966667;Ténouvé
7;1.283333;Ténanékopé
11.05;.3;Tempiendjoaga
9.816667;.516667;Téma
8.833333;1.133333;Téma
8.133333;.733333;Télo
7.116667;1.6;Tekpohoé
6.983333;1.383333;Tékou
9.616667;1.083333;Téhelingfrabou
6.666667;.916667;Tédarhoé
6.666667;.916667;Tédahoé
9.866667;1.066667;Mont Tébou
9.4;.95;Tchoutchoubeni
8.266667;1.5;Olalé
7.566667;.65;Mont Olabé
7.616667;1.033333;Okpouakou Ava
7.633333;.95;Okplabé
6.416667;.866667;Okpla
8.983333;.65;Okpara
7.65;.866667;Okpabé
7.616667;.85;Okpabé
7.5;1.316667;Okoutalakou
7.7;1.066667;Okouati
8.1;.966667;Okou
7.566667;.85;Oku
7.566667;.85;Okou
10.6;.783333;Okolobara
7.566667;.983333;Oklamoui
7.6;1.483333;Rochers d’ Okéloukoutou
7.65;1.133333;Monts Oké
7.633333;1.083333;Okama
9.4;.666667;Tchatcho
9.3;.9;Tchatchaminadé
8.05;1.016667;Tchiarabaou
8.05;1.016667;Tcharé-Baou
8.05;1.016667;Tcharabaou
7.816667;1.533333;Tchapritchapra
9.066667;.616667;Tchapossi
9.1;1.233333;Tchaourondé
9;1.166667;Préfecture de Tchaoudjo
9;1.166667;Circonscription de Tchaoudjo
9;1.166667;Sokodé
7.266667;1.066667;Tchaoro
10.816667;.033333;Tchangui
9.1;1.1;Tchangkoubougue
10.9;.116667;Tchandana
8.066667;.616667;Oguengui
8.066667;.616667;Oguingui
8.016667;1.416667;Oguapi
8.4;.7;Ogoulougoulou
8.016667;1.45;Ogoufo
9.433333;1.4;Ogou
7.833333;1.316667;Ogu
7.833333;1.316667;Ogou
7.833333;1.316667;Gougou
7.833333;1.316667;Gugu
7.383333;1.383333;Nytoradé
6.583333;.916667;Nyorhwi
6.583333;.916667;Niokoui
6.583333;.916667;Nyohoui
6.766667;.583333;Nyivé
6.766667;.583333;Njiwé
6.766667;.583333;Niévé
6.766667;.583333;Gnivé
6.766667;.583333;Iwe
6.766667;.583333;Toko
6.75;1.1;Kplagba
6.75;1.1;Kplaba
6.75;1.1;Kplakba
10.6;.25;Kpintipieng
9.483333;1.366667;Kpindi
10.633333;.366667;Mont de Kpinbonga
10.65;.366667;Kpinbonga
7.7;.65;Kpin Bon
7.7;.65;Gbonvo
7.7;.65;Gbonwo
8.85;.8;Kpéya
6.616667;1.183333;Kpévégo
6.55;1.3;Kpévé
6.616667;1.016667;Kpévé
6.316667;.9;Kpeto
7.266667;.75;Kpéto
7.116667;1.416667;Kpététa
9.45;.816667;Kabu
9.45;.816667;Kabou
7.15;1.166667;Kablikpé
7.183333;1.1;Kablékpégnon
7.316667;1.083333;Kablékopé
7.15;1.15;Kablékopé
6.95;1.1;Kablé
8.8;1.433333;Kabélété
10.016667;.433333;Kabangou
9.466667;.9;Kabanda
7.883333;.766667;Kabagni
8.216667;.716667;Kababo
8.216667;.716667;Kalabo
9.4;.8;Jiunjiundé
9.233333;.783333;Jimmbiri
9.233333;.783333;Jimbiri
9.983333;.633333;Jéwindou
6.916667;.966667;Jatékpé
7.316667;.683333;Mont Ivla
7.583333;.666667;Mont Itim
6.633333;1.116667;Déklémé
6.583333;1.15;Dékamé
6.616667;1.483333;Dekadyé
8.083333;.633333;Déguingué
8.283333;1.6;Déguéré
10.883333;.3;Mont Dégoumouan
8.283333;1.1;Défalé
6.666667;1.05;Dérhéké
6.666667;1.05;Dédéké
10.866667;.866667;Dayérou
7.2;.666667;Daye Povohi
10.616667;.666667;Dayébouborga
7.933333;1.05;Datoukopé
6.45;.916667;Assahoun
6.45;.916667;Asahoun
6.45;.916667;Adzahoun
7.066667;.616667;Mont Assadjato
9.883333;.4;Kpankpandé
9.883333;.4;Bankpandé
9.1;1.066667;Kpanguio
6.8;.916667;Kpando
6.6;1.533333;Awouté Kondji
6.6;1.533333;Aouté Kondji
10;1.183333;Aourarouwo
8.75;1.05;Aou-Lasso
8.75;1.05;Aou Losso
7.666667;1.266667;Aoudomo
7.366667;1.016667;Aoroka
6.833333;1.6;Rapides d’ Aoma
6.5;1.583333;Anyinoumé
8.05;1.583333;Anyibou
6.6;.9;Agnavé
6.6;.9;Anyavé
9.566667;1.266667;Anvé
9.016667;1.45;Antorata
9.55;1.133333;Kpan
9.516667;1.266667;Kpam
6.9;.633333;Palimé
6.9;.633333;Agomé-Palimé
6.9;.633333;Kpalimé
6.433333;1.2;Kpali
10.083333;.966667;Kpalagou
7.416667;1.25;Kpakpo
10;.466667;Kpakpabo
7.683333;.783333;Kpaka
9.883333;1.133333;Kpaha
9.766667;.966667;Kpadéro
9.2;1.15;Inndo
9.566667;.6;Inkoukoumamné
9.566667;.6;Koutobdo
9.5;.783333;Injammbeboun
9.5;.783333;Injambeboun
9.95;.65;Infoutié
6.55;.75;Agomonigbé
6.55;1.666667;Agomé Glozou
6.566667;1.1;Agokpé
6.566667;1.1;Agokpwé
6.833333;.866667;Agokplamé
6.25;1.65;Agokpamé
6.25;1.65;Agogpamé
6.7;.983333;Agokopé
7.866667;1.183333;Agodjololo
8.15;.966667;Agodéka
8.066667;1.333333;Agorika
8.066667;1.333333;Agodéka
6.616667;.883333;Agobaba
8.633333;1.583333;Vividio
6.383333;1.233333;Végouémé
6.833333;1;Vedomé
9.5;1.316667;Sala
6.366667;1.733333;Sakpové
8.8;.466667;Sako
10.35;.783333;Sako
