LAT;LONG;FULL_NAME_RO
6.416667;1.583333;Klologokpodji
6.416667;1.583333;Klologo
6.7;1.316667;Klokpé
9.566667;1.033333;Kilipouingué
9.583333;1.05;Kilipène
9.583333;1.05;Kilipèn
9.6;.8;Kikpalaye
7.083333;.8;Kiéssékou
9.166667;1.016667;Kiékaraka
9.116667;.966667;Kibedi
7.983333;1.633333;Kiata
9.733333;.416667;Egbétab
7.433333;1.3;Egbéli
7.35;1.233333;Égbégbékopé
7.666667;1.083333;Efoukou
9.283333;1.1;Effolo
7.15;1.2;Éfato
7.816667;.616667;Mont Edouka
9.35;.683333;Boutado
9.6;.616667;Boussogoné
9.9;.433333;Boussié
8.9;.65;Bouroukountou
6.533333;1.666667;Alouénou
7.133333;1.333333;Alotohoui
8.133333;1.1;Alomanié
6.5;.766667;Alokpa
6.5;.766667;Atiakopé
7.1;.783333;Alokopé
7.816667;1.1;Alokodjé
7.083333;1.083333;Alisoumkopé
6.516667;1.016667;Ziovémé
6.516667;1.016667;Zoviémé
7.25;1.133333;Zinnglakopé
6.55;.816667;Zikpé
6.55;.816667;Atatikopé
6.35;1.45;Zenkplémé
6.283333;1.316667;Zéglégan
6.283333;1.316667;Zéglé
6.6;1.5;Zébé
6.6;1.033333;Zébé
6.25;1.616667;Zébé
10.133333;.516667;Zawagou
7.716667;1.216667;Yovokodji
7.35;.916667;Younabé
7.35;.916667;Iounabé
9.983333;1.166667;Mont Youdji
10.95;.083333;Youabu
8.283333;1;You
6.7;1.316667;Yoto Kopé
7.1;.8;Yosiou
7.566667;1.266667;Yorokoto
9.833333;.966667;Soulao
10.816667;.316667;Soudougou
9.316667;1.4;Soudou
9.333333;1.366667;Soudoré
10.733333;.033333;Soubah
9.633333;1.233333;Mont Sotto
9.633333;1.233333;Mont Soto
8.566667;.966667;Sossozé
7.216667;1.5;Sossakoué
10.966667;.183333;Sonpion
9.483333;.983333;Sondina
7.1;1.183333;Somnadé
9.4;1.316667;Sombuo
9.1;1.016667;Somboaboua
10;1.133333;Sola
9.883333;1.316667;Sola
9.883333;1.316667;Sorouba
9.883333;1.316667;Kouyobè
9.883333;1.316667;Ssorouba
6.8;1;Sokoukopé
8.416667;1.283333;Sokomouré
7;.65;Séva
7.216667;1.566667;Sétué
7.216667;1.566667;Sétoé
6.666667;.85;Sétodji Kopé
8.016667;1.033333;Séssikouravi
8.6;1.166667;Sessaro
10.95;.166667;Nakouangou
10.316667;.833333;Nakouadé
9.083333;1.233333;Mont Koronga
7.783333;.85;Forêt d’ Akouatéké
9.05;1.433333;Akoua
9.533333;1;Akou
7.583333;1.416667;Zonachrakopé
7.3;1.15;Zolou
7.016667;1.516667;Zokouvé Kpoguédé
7.016667;1.516667;Kpoguédé
6.766667;1.55;Zohoudji
6.45;.983333;Sogbepémé
6.45;.983333;Zogbépimé
6.45;.983333;Zogbépémé
6.35;1.65;Zogbégan
6.4;1.616667;Zogbedji Papédomé
6.4;1.616667;Popoin Doumé
9.333333;1.416667;Mont Sokbaro
10.8;.366667;Mont Sogou
10.766667;.383333;Sogou
6.766667;.766667;Sofié
7.316667;.816667;Ssodo
7.316667;.816667;Sodo
9.216667;1.15;Sodême
9.783333;1.216667;Sodé
10.766667;.1;Sissiaga
10.766667;.1;Sisiaga
9.883333;.85;Nangboa
10;.466667;Nangbangou
10.916667;.15;Nanergou
10.666667;.216667;Nandoga
10.7;.2;Mont Nandodjouaré
10.7;.166667;Mont Nandiol
9.5;.6;Nandialé
10.416667;.3;Nanbouéssou
10.933333;.216667;Nanbong
9.516667;.666667;Nanaéni
10;.466667;Nampon
10;.466667;Nammpon
9.65;.416667;Nammpoa
9.65;.416667;Nampoa
10.15;.566667;Namouté
10.116667;.816667;Namouté
10.066667;.883333;Namouté
10.066667;.866667;Namouté
10.05;.883333;Namouté
9.1;1.233333;Azanadé
9.166667;1.466667;Azam
7.066667;1.25;Azakpé
7.5;1.083333;Azafi Témé
7.583333;1.4;Ayoré
7.5;.95;Ayomé
7.5;.95;Ajomé
7.3;1.116667;Ayolé
7.433333;1.483333;Ayéro
8.666667;1.016667;Ayengré
8.666667;1.016667;Ayenngre
6.55;.983333;Ayé
6.333333;1.566667;Ayata
10.083333;.916667;Ayandété
7.583333;1.316667;Adjigo
7.016667;1.4;Adjigémé
7.5;1.183333;Adjido
9.916667;1.133333;Adjidjou
8.05;1.566667;Adiakiti
7.333333;1.2;Adiaboulkoukopé
7.783333;1;Adéourou
10.75;.233333;Mont Panabako
10.8;.233333;Pana Bagou
9.4;1.066667;Pampouelou
9.516667;.466667;Pambolé
9.516667;.466667;Pammbolé
9.75;.633333;Pamboa
9.75;.633333;Pammboa
9.95;.866667;Pamber
9.95;.866667;Pammber
9.4;1.266667;Pambéa
7.233333;.683333;Paligo
7.416667;1.116667;Loboto
9.4;.833333;Loandé
9.366667;.583333;Loajoulé
8.9;1.083333;Lissa
9.733333;1.283333;Mont Liman
6.616667;1.15;Forêt Classée de la Lili
6.333333;1.383333;Lili
9.883333;.833333;Likadiol
10.833333;.35;Ligbatré
10.8;.85;Kouiniéteri
10.066667;.7;Kouilo
10.8;.266667;Kougo
7.216667;1.133333;Kougnohou
7.383333;.833333;Mont Koufoubé
7.566667;1.616667;Kouffota
7.566667;1.616667;Couffota
7.65;.916667;Kouétchi
10.066667;1.066667;Kouénisso
7.35;.916667;Kouéglo
8.266667;.716667;Kuë
8.266667;.716667;Koué
9.5;.733333;Koudyo Pong Pong
9.5;.733333;Koudio-Pong-Pong
9.6;.683333;Koudyondiou
9.6;.683333;Koudioundiou
9.466667;.583333;Koujioubon
9.466667;.583333;Koudyobon
10.1;1.183333;Niatari
10.1;1.183333;Koudouogou
7.05;1.05;Koudogouti
7.15;.633333;Koudjragan
7.15;.633333;Koudjiragan
6.633333;1.466667;Koudjonou
9.883333;1.3;Koudja
8.183333;.95;Gbékan
8.016667;1.366667;Gbégué
6.783333;1.15;Gbedjémé
8.95;1.533333;Gbébaré
10.7;.316667;Gbanouaga
10.866667;.033333;Gbangbangtcha
9.55;.566667;Gbangbalé
9.55;.566667;Bangbalè
7.133333;.8;Gbaladié
6.5;.75;Gbakopé
6.5;.75;Ga Kopé
8.016667;1.5;Gbagbadjakou
7.416667;.733333;Gbadi Béna
10.15;.4;Bonkongou
10.15;.4;Bonkougou
10.933333;.25;Bonkon
10.1;.633333;Bongué
8.983333;.666667;Bongoulou
8.983333;.666667;Bolo
9.866667;.65;Bongbon
6.333333;1.016667;Bogdélo Kopé
10.866667;.083333;Bogassi
10.866667;.083333;Bogasi
6.65;1.216667;Bogan
6.65;1.216667;Boga
7.616667;.583333;Bofotiojo Eito
7.3;1.216667;Boébé
7.283333;.783333;Mont Akotsou
7.45;1.266667;Akotéa
6.65;1.55;Akonda Kondji
9.633333;.866667;Akomomboua
9.633333;.866667;Akomommboua
7.683333;.85;Akominékopé
7.7;.916667;Mont Akolou
7.983333;.916667;Mont Akolé
9.566667;1;Akoida
6.25;1.55;Akoda
6.35;1.716667;Aklakou Etchavi
6.35;1.716667;Hedschawi
6.6;1.616667;Akladjénou
10.95;.616667;Yabdouaré
10.15;.566667;Yabangolé
6.783333;1.183333;Wowé
7.083333;.75;Wouto
6.866667;.933333;Wouhokoué
6.6;1.283333;Wotsouto
6.6;1.283333;Nutsouto
6.75;.666667;Wotokou
9.983333;1.233333;Séréwo
10.9;.15;Séozanbiani
9.983333;.733333;Sentouno
9.983333;.733333;Santou
9.216667;.766667;Séni
10.016667;1.283333;Sémouhourl
7.566667;1.4;Sekpo
6.25;1.716667;Séko Kopé
9.966667;.383333;Ségou
9.066667;1.066667;Sagbadé
9.066667;1.066667;Ségoédé
8.983333;1.283333;Ségbégouni
6.95;1.216667;Sedou
7.383333;1.566667;Béloué
7.383333;1.566667;Bétoué
7.433333;1.5;Bétoé
7.85;1.083333;Bétia
7.8;.966667;Bétia
7.066667;1.45;Bétékpo
10.816667;.05;Nakiyakou
10.9;.033333;Nakitindi
10.65;-.05;Nakdon
9.766667;.783333;Nakbako
9.1;.633333;Nakali
10.3;.883333;Nakada
10.316667;.85;Nagouémoni
10.316667;.85;Mémoné
10.933333;.2;Nagouangou
10.816667;-.033333;Nagodaté
10.95;.216667;Nagbong
9.716667;.45;Koubongou
9.35;.65;Koubodohon
6.55;1.083333;Koubinoukwé
6.55;1.083333;Koubinoukoué
10.016667;1.116667;Kouba Tié
7.266667;.866667;Agoréké
6.516667;1.033333;Agoréké
6.75;.833333;Korésséwa
6.75;.833333;Koréséwa
9.9;1.183333;Mont de Koré
7.166667;1.183333;Kooda
10.883333;.066667;Konpiéou
7.55;.716667;Gbadi
7.2;.85;Gazalui
6.466667;.783333;Gatoga
6.466667;.783333;Govi
9.883333;.583333;Gassieldo
9.783333;.516667;Gasséma
7.1;.916667;Garouto
6.466667;.916667;Garokopé
9.733333;.75;Garimmbommb
9.733333;.75;Garimbommb
9.733333;.75;Garimbomb
6.6;1.1;Gapé
6.6;1.1;Yafadé
6.6;1.1;Jafadé
6.6;1.1;Gafé
6.533333;1.65;Gaotomé
10.666667;.333333;Ganloré
10.75;.316667;Ganloré
9.4;1.183333;Bodibo
7.35;1.083333;Boatzanarou
9.683333;1.3;Blowa
6.966667;.65;Bloma
8.333333;1.016667;Blitta Losso
8.333333;1.016667;Blita
7.25;.683333;Blissatokoué
6.666667;.716667;Blidokopé
6.483333;.733333;Blétérikopé
6.983333;1.166667;Blakpe
6.983333;1.166667;Blakpa
6.866667;.766667;Blakpa
6.883333;.616667;Bla
9.516667;.633333;Bitiakpa
9.433333;.616667;Bissibi
6.933333;1.133333;Bissaomé
8.183333;.683333;Station Bismarckburg
8.183333;.683333;Bismarckbourg
8.183333;.683333;Bismarckburg
7.566667;.6;Ahoué Houé
6.416667;.85;Ahotokopé
7.45;1.6;Ahomma Kpélé
7.466667;1.583333;Ahomma Gligohoué
6.566667;1.083333;Aholoukopé
7;.983333;Aho
6.6;1.383333;Ahépé Pokli
6.583333;1.383333;Ahépé Nuatché
6.583333;1.383333;Ahépé Nouatché
6.6;1.4;Ahépé Assiko
6.6;1.416667;Ahépé Agbletta
6.6;1.416667;Ahépé Agbléta
7.233333;1.5;Ahassomé
6.266667;1.683333;Agwégan
6.266667;1.683333;Agouégan
7.15;1.6;Agrougbé
7.083333;1.216667;Agpaïdo
7.533333;1.35;Agpabi
6.333333;.983333;Agové
7.016667;.816667;Mont Agouyotodé
8.6;1.266667;Agouvalou
10.8;.216667;Yané
10.95;.2;Yanbankoudourou
7.65;1.016667;Yalla
7.783333;.75;Yala
9.383333;.6;Yakassi
9.733333;1.1;Yaka
9.65;.95;Yaka
9.483333;1.05;Yaka
8.05;1.033333;Yadékopé
7.266667;.833333;Tokplikopé
6.683333;1.033333;Djobédji Agokpo Tokpli
6.683333;1.033333;Agokpé
7.15;.783333;Tokpli
6.966667;.583333;Tokpli
7.283333;1.466667;Tokpa
7.466667;1.416667;Tokoro
7.166667;1;Tokololo
7.016667;.783333;Tokololo
6.783333;1.1;Toklolo
7.166667;.783333;Tokélé
7.583333;.583333;Forêt de Djidji
7.6;.55;Djidji
7.35;1.616667;Djidjandonou
7.516667;1.616667;Djibé
10.366667;.716667;Djé Wogou
10.35;.683333;Djé Wogou
8.15;1.4;Palakouta
8.15;1.4;Palakoura
9.766667;.9;Palaka
7.216667;1.4;Palajavoué
7.183333;1.366667;Palajakopé
10.933333;.016667;Paladi
9.483333;1.266667;Palacé
9.566667;.883333;Paktanga
9.833333;.566667;Pakando
8.45;1.633333;Atoua
9.866667;.816667;Atontébou
7.133333;1.4;Atonohé
7.366667;1.533333;Atomé
7.45;1.2;Atokodjé
7.3;1.466667;Ato
9.95;.4;Ligbalébou
9.85;.816667;Ligbalé
9.816667;.716667;Lidyomalbo
9.816667;.716667;Lidiomalbo
9.566667;.633333;Lidyobilbou
9.566667;.633333;Lidiobilbou
9.85;.683333;Lidialabo
8.7;.85;Libéri
7.516667;1.316667;Letté
8.866667;.516667;Saniapanga
8.866667;.516667;Ssenjanpúnga
8.866667;.516667;Sanioupounga
11;.3;Sanfatouti
10.966667;.783333;Sandogo
6.55;.966667;Nagblé Kopé
9.65;.566667;Nagbidjabou
10.616667;.4;Nagbéni Tchokossisse
10.616667;.4;Nagbeni-Tchokosise
10.6;.383333;Nagbéni
10.183333;.433333;Nagbalé
6.75;.783333;Nagalawé
9.416667;.55;Nafou
10.933333;.433333;Nadoungou
10.666667;.383333;Konkon
10.4;.766667;Konkomané
8.183333;.683333;Konkoa
7.35;1.6;Kongouhoué
8.15;.733333;Kongon
10.666667;.166667;Kong Kpintingué
10.633333;.333333;Kong
9.8;1.25;Konfese
9.8;1.25;Konfesse
6.916667;1.266667;Kondo
10.733333;.433333;Koundjouaré
10.733333;.433333;Kondjouaré
7.15;.733333;Konda
6.95;.583333;Konda
8.566667;.95;Woro
10.3;.883333;Wopéni
6.75;.916667;Wonougba
9.133333;1.416667;Wolo
6.733333;1.016667;Wokpavé
6.733333;1.016667;Ouokpavé
10.783333;.733333;Wokon
10.216667;.983333;Monts Wo
10.233333;.966667;Wo
9.983333;.933333;Wihoté
9.966667;1.25;Wiané
9.966667;1.25;Wianné
9.516667;.483333;Wéripi
7.6;1.316667;Foukoté
9.05;.516667;Fougo
8.016667;1.35;Foufami
8.066667;1.133333;Foudjaï
7.766667;.633333;Mont Foto
7.8;.633333;Foto
10.916667;.766667;Fono
9.433333;.966667;Fono
9.3;.583333;Bessarakpennbé
9.3;.583333;Béssarakpenbé
7.183333;1.5;Bessaméké
10.833333;.333333;Béoum Bouan
10.8;.45;Mont Bénougou
5.5;4;Bight of Benin
7.633333;.95;Bénowé
7.633333;.95;Bénaoué
7.583333;.733333;Bénali
7.383333;.733333;Béna
7.516667;1.633333;Agouna Dévé
6.266667;1.6;Agoumé
7.1;.6;Ogomiseto
7.1;.6;Agumasato
7.1;.6;Mont Agoumassato
8.516667;1.5;Agoumana
9;.966667;Agouma
7.35;1.266667;Agouma
6.466667;1.1;Agoréké
6.6;.9;Agonyo Kopé
6.6;.9;Agoniokopé
8.033333;1.033333;Yadé
9.266667;.55;Yachiboulé
10.75;.4;Sawaga
8.35;1.466667;Sati
8.9;1.083333;Sassemmpté
8.9;1.083333;Sassempté
7.883333;.616667;Mont Sassaboula
10.316667;.683333;Djé Wogou
6.266667;1.75;Djéta
6.266667;1.75;Jeta
9.9;.533333;Djerpini
10.883333;.483333;Djenkoukouri
7.85;1.533333;Djena
6.9;1.233333;Djékloué
7.166667;.633333;Djédramé
6.6;1.033333;Djébé
10.166667;.516667;Djawaka
6.566667;1.033333;Djiatikpo
6.566667;1.033333;Djatikpo
6.55;1.583333;Djyasakopé
6.55;1.583333;Djassakopé
8.783333;.566667;Djereponi
8.783333;.566667;Djarakpana
6.4;.966667;Atité Kopé
6.383333;1.583333;Atissogbé
6.383333;1.583333;Atisogbé
6.5;1.15;Atiové
9.716667;.866667;Atioro
7;1.35;Atiogbékopé
6.516667;1.15;Atindou
6.516667;1.15;Atinndou
7.033333;1.283333;Atilkavé
7.316667;.683333;Station Expérimentale Agricole d’ Atilakoussé
9.616667;.983333;Tihaléa
10.6;.25;Tigou
10.566667;.75;Tiamanga
9.933333;1.116667;Mont Tialoté
7.066667;1.2;Tialemdé
9.616667;.4;Tiakbal
9.633333;.883333;Tiakasso
9.883333;.983333;Tiagana
7.5;1.216667;Tiadi
9.566667;1.033333;Tiabida
10.016667;.566667;Tiaba
7.55;.9;Oukounobé
6.766667;1.45;Ouklopé
6.766667;1.45;Wklopé
10.916667;.8;Walé
10.916667;.8;Ouké
10.916667;.8;Waké
9.483333;1.083333;Ouissou
9.483333;1.083333;Ouisou
9.6;1.066667;Ouisidesinam
9.6;1.066667;Ouissidesinam
7.283333;.683333;Ouétrapé
10.583333;.75;Oudouoba
9.833333;.85;Oudiran
10.15;1.083333;Nadoba
10.183333;.433333;Nadjalgbané
10.816667;.183333;Nadégré
10.433333;.683333;Nadaké
10.866667;.2;Konboulouaka
10.866667;.2;Konbonloga
7.45;1.266667;Konagoui
8.233333;.966667;Konmpo
8.233333;.966667;Kompo
8.533333;1.233333;Komonouboua
10.833333;.45;Komniouma
6.366667;1.666667;Komlan Kopé
6.366667;1.666667;Komla Kondji
7.766667;.766667;Fonhouo
7.383333;1.55;Fondékopé
7.383333;1.55;Fondécopé
10.35;.466667;Fonboro
6.2;1.516667;Foliga Kopé
10.25;.75;Foléboula
6.75;.866667;Fokpo
6.566667;1.666667;Fokomé
10.766667;.366667;Fobanga
10.95;.25;Kpong
10.983333;.433333;Kpondjaga
6.366667;1.783333;Kpondavé
6.583333;1.616667;Kpokou Kondji
6.516667;1.05;Kpoguédé
6.516667;1.05;Kpoguéré
6.516667;1.05;Kpogédé
6.25;1.383333;Kpoguédé
6.25;1.383333;Kpogédé
6.616667;1.533333;Podonou Kopé
6.616667;1.533333;Kpodonoukopé
6.616667;1.533333;Kondji Kpodonou
7.15;1.533333;Kpodji Dassé
6.933333;1.516667;Kpodji
6.933333;.633333;Kpodji
6.3;1.633333;Kpodji
7.25;1.566667;Kpo
6.316667;.716667;Kplikpa
6.316667;.716667;Djokpli
6.316667;.716667;Klikpa
9.15;.516667;Kakpalé
9.616667;.933333;Kakourou
10.416667;.45;Kakoumaboto
9.4;1.1;Kadiéka
9.716667;1.083333;Kadiéga
8.9;.683333;Kadianmbara
8.9;.683333;Kadiambara
8.9;.683333;Kadjambara
9.983333;.566667;Kadia Bangbalé
9.583333;.9;Kada
9.15;.466667;Kachioulou
6.9;1.083333;Didoumé
7.65;1.05;Didokouo
7.316667;1.6;Didoképo
7.966667;1.133333;Didjaré
10.05;1.25;Diboni
9.1;.483333;Dibanjori
9.85;.733333;Diapaga
7.1;1.166667;Diaokopé
9.25;.816667;Dianta
9.616667;1.3;Dianssé
9.616667;1.3;Diansé
6.383333;1.25;Atchavé
6.45;1.55;Atchasi
6.45;1.55;Atchassi
9.466667;1.133333;Atchangbadé
6.4;.933333;Atchakpati
6.4;.933333;Atiapati
7.466667;1.516667;Atchahoué
6.466667;1.533333;Atchétimé
6.466667;1.533333;Atchachimé
7.35;1.3;Atalo
7.05;.783333;Atakplé
6.65;1.566667;Atakpamédé
7.55;1.133333;Forêt Classée d’ Atakpamé
7.533333;1.133333;Atakpamé
10.75;1.5;Chaîne de l’ Atakora
10.75;1.5;Monts de l’ Atacora
10.75;1.5;Chaine de Latakora
10.75;1.5;Chaine de Latacora
10.75;1.5;Atakora Mountains
10.75;1.5;Attacora
10.75;1.5;Monts de l’ Atakora
10.75;1.5;Chaîne de l’ Atacora
10.75;1.5;Chaine de l’ Atakopa
7.8;1.133333;Atakédibato
8.1;1.516667;Ataké
8.183333;1.133333;Assoumakondji
8.183333;1.133333;Assoumakodji
8.45;1.616667;Assoula
10.45;.75;Norédiengou
7.45;1.416667;Nonkpoué
7.45;1.416667;Noakoué
6.333333;1.716667;Nomlo Komé
10.933333;.85;Noiriboiga
6.216667;1.583333;Nlensi
6.416667;.833333;Hlé
9.933333;1.166667;Hilou
7.683333;1.2;Kpéhou
7.683333;1.2;Kpéhoum
7.183333;1;Kpégnon Agoromé
6.65;.983333;Kpédomé
6.65;.983333;Pédomé
6.983333;1.2;Kpédji
6.533333;1.016667;Kpédji
6.5;1.5;Kpédji Afiokou
6.5;1.5;Kpédji
9.6;1.183333;Kpéda
9.4;1.15;Kpayaora
9.55;1.133333;Kpaya
10.166667;.516667;Kpatibori
7.433333;1.183333;Kparafé
6.45;1.583333;Momé Gbavé
7.35;.783333;Moloubé
7.35;.783333;Mouloubé
9.216667;1.166667;Molo
10.866667;.866667;Mokaga
10.633333;.55;Namgouboulou
10.633333;.55;Koimépouarbaga
9.183333;.883333;Kogolo
9.45;.283333;Kofou
9.35;1.133333;Flandi
9.183333;1.15;Flandi
7.35;1.616667;Fissohoué
9.433333;1.166667;Filandi
10.483333;.566667;Fiégou
9.2;1.133333;Férou
9.35;1.066667;Felimande
8.35;1.616667;Bélédai
9.25;.766667;Békouleb
9.916667;1.033333;Forêt Classée de Béhao
9.633333;1.35;Béha
6.616667;1.2;Bégbé
6.516667;.95;Bédikpé
6.516667;.95;Bédjikpé
6.5;1.1;Bediémé
7.266667;.883333;Bazirékopé
8.833333;1.283333;Bayaïdé
9.35;.933333;Baya
9.966667;1.2;Anombio
9.966667;.8;Ankalido
9.966667;.8;Ankalilo
10.033333;1.133333;Animène Tié
9.933333;.883333;Anima
9.766667;1.016667;Undemba
9.766667;1.016667;Oundemba
9.766667;1.016667;Anima
7.666667;.7;Anigouaménio
9.966667;1.15;Mont Aniére
9.8;.983333;Aniandidé
6.483333;.95;Anha
6.483333;.95;Ana
8.683333;1.566667;Angosso
7.566667;1.65;Aneto
6.366667;1.666667;Circonscription d’ Aného
6.366667;1.666667;Cercle d’ Anécho
6.366667;1.666667;Préfecture des Lacs
6.366667;1.666667;Préfecture d’ Aného
6.366667;1.666667;Circonscription d’ Anécho
6.966667;.983333;Anéboussou
6.433333;.883333;Ando
10.816667;.316667;Tanbangou
10.6;.183333;Tamong
10.6;.183333;Tamongué
10.716667;.35;Tamondjouaré
10.716667;.35;Tamoundjouaré
9.466667;.85;Tamémé
6.183333;1.216667;Tamé
9.766667;.4;Tambouroupi
9.766667;.4;Tammbouroupi
9.166667;1.083333;Tamdo
9.166667;1.083333;Tambo
9.166667;1.083333;Tambou
9.166667;1.083333;Tammbou
7.716667;1.516667;Niangolobi
10.15;.533333;Niangbané
7.2;1.166667;Niamtougou
6.283333;1.666667;Kpadé
9.7;1.166667;Kpadayo
6.85;.6;Kpadapé
6.85;.6;Kpadafé
9.25;.833333;Kozo
6.233333;1.633333;Hila-Kondji
6.233333;1.633333;Hilacondji
6.233333;1.633333;Hilia Kondji
6.233333;1.633333;Hilla-Condji
9.95;1.066667;Hidenwou
6.466667;.933333;Hévou
6.466667;.933333;Rhévou
6.45;.85;Hétovi
6.45;.85;Rhétovi
6.45;.85;Krétove
6.666667;.65;Hédjo
6.2;1.233333;Hebé
7.6;1.183333;Havé
7.6;1.183333;Hawé
6.5;1.25;Hawé
6.5;1.25;Havé
10.6;.333333;Hatchingou
10.6;.333333;Hachingou
6.433333;1.7;Hanhou
6.433333;1.7;Hompou
7.383333;1.583333;Hamavou
7.233333;.95;Mont Ahito
7.233333;.95;Mont Haïto
6.65;1.316667;Haho Kpodji
7.25;1.333333;Chila
7.05;1.383333;Forêt de Chiéhou
7.1;1.616667;Chénakoé
9.1;.616667;Chapouko
9.1;1.183333;Chalandé
9.4;.9;Chaboua
9.816667;1.133333;Brou
7.833333;.766667;Broda
7.45;1.316667;Bovéle
9.25;1.3;Bouzenan
9.083333;1.033333;Bouzano
8.833333;1.433333;Bouya
8.533333;1.233333;Bouvolem
8.533333;1.233333;Bouvolèmé
8.6;1.083333;Bowolem
8.6;1.083333;Bouvolem
8.6;1.083333;Bouvolèmé
9.366667;.683333;Boutob
6.533333;1.3;Bouto
7.383333;.933333;Amoukopé
6.266667;1.566667;Amédjonokou
9.95;1.25;Ambaraga
6.533333;1.066667;Amavé
6.333333;1.65;Amauidjé
6.616667;.85;Amétekou Kopé
6.616667;.85;Amatétoukopé
6.616667;.783333;Amangomassi
8.65;1.416667;Amana
6.783333;1.183333;Amakpavé
10.85;.35;Tamandjouaré
9.533333;.266667;Taman
9.466667;.25;Taman
9.216667;.583333;Taman
9.133333;1.566667;Talo
9.95;1.15;Talada
8.066667;.683333;Talabo
7.366667;.65;Takpanadji
8.766667;.566667;Takourabonou
9.983333;1.216667;Tagbesé
9.983333;1.216667;Tagbéssé
10.883333;.65;Niali
10.833333;.866667;Nialémé
10.833333;.866667;Gnalem
9.033333;1.383333;Niala
7.9;.666667;Niakolobo
9.75;.55;Niakambou
9.75;.55;Niakammbou
7.783333;.966667;Niagbolou
9.433333;.883333;Niadou
8.333333;1.6;Niada
10.233333;.833333;Nganbi
7.433333;1.416667;Nangbéto
7.433333;1.416667;Nganbéto
7.433333;1.416667;Nangbeto
7.433333;1.416667;Nangbetou
7.55;1.266667;Négakopé
8.266667;1.333333;Kounyon
8.266667;1.333333;Kounyion
6.4;1.683333;Kounyaglo Kopé
10.083333;.616667;Kountouri
10.083333;.616667;Kountoiré
9.116667;.566667;Kountoun
9.116667;.566667;Bukut?be
9.116667;.566667;Kuntum
9.116667;.566667;Kountoum
9.116667;.566667;Kuntun
9.116667;.566667;Bukurwe
10.116667;.616667;Kountonri
10.883333;.216667;Kountongbong
9.933333;.766667;Kountélaou
6.3;1.65;Kounounya
6.3;1.65;Kounounia
10.716667;.116667;Mog Bong
9.366667;.7;Mogbanté
7.7;.683333;Modjaï
9.216667;.766667;Moandé
7.133333;.766667;Mlaté
8.733333;1.05;Kolonabua
8.733333;1.05;Kolonaboua
8.733333;1.05;Kolonbua
8.733333;1.05;Kolonouboua
8.733333;1.05;Kolonabois
7.316667;1.6;Kolohoué
6.5;.916667;Kolobo
6.5;.916667;Woumé
7.783333;1.55;Kolobi
10.583333;.016667;Kolitich
9.116667;1.15;Kolina Kohidji
8.466667;1.4;Féfélévilé
8.666667;.7;Forêt Classée du Fazao
8.7;.766667;Fasaou
8.7;.766667;Fisao
8.7;.766667;Fazaou
8.7;.766667;Fasuu
8.7;.766667;Fazao
8.7;.766667;Fasao
8.7;.766667;Fasau
10.15;.383333;Faréo
10.183333;.4;Faré
7.133333;1.616667;Fantomé
6.233333;1.6;Fanté Komé
6.883333;.983333;Batoumé
6.716667;.983333;Batoumé
6.366667;.916667;Batoumé
6.433333;1.75;Batonou
6.7;.75;Bato
10.8;.266667;Batémané
10.766667;.316667;Tantchiagou
10.616667;.116667;Bourk
10.55;.133333;Bourgué
9.733333;.933333;Bourgou
10.25;.633333;Bountourouga
10.766667;-.033333;Bounoubana
9.4;.7;Bounlaré
9.4;.766667;Bounlaré
9.333333;.65;Bounkoulinki
9.85;.666667;Boungbalé
9.783333;.5;Boungbalé
10.8;.3;Mont Boundjouaré
10.916667;.416667;Mont Tambamointi
10.916667;.416667;Mont Tanbamointi
8.133333;.766667;Nkingbé
10.05;.816667;Nioulomé
10.783333;.416667;Mont Nioudjogo
10.85;.133333;Niongou
10.966667;.133333;Niobadjoani
9.666667;.783333;Nintin
9.666667;.783333;Nintin
8.616667;1.433333;Alindé
6.75;.816667;Ali Kodji
8.95;1.416667;Alibi
9.716667;1.35;Alemandé
9.216667;1.2;Aléhéridé
9.25;1.2;Alédjo Kadara
9.25;1.2;Forêt Classée d’ Alédjo
9.383333;1.35;Alédjamé
7.1;.916667;Alati
10.166667;.8;Koyéré
10.233333;.933333;Koyer
6.25;1.566667;Koyé Kopé
6.716667;1.433333;Kovi Kopé
10.85;.883333;Kouyao
8.983333;1.233333;Kouya
9.983333;1.016667;Colline Kouwir
9;1.1;Kouvon
6.65;1.4;Kouvé Gboli
9.983333;.7;Koumétouko
9.733333;.6;Koumbiretou
10.716667;.25;Koummbienbagou
10.716667;.25;Koumbienbagou
8.683333;1.016667;Koumbatara
9.95;.65;Koumb
9.716667;.85;Koumaye
6.75;.683333;Koumase
6.75;.683333;Koumassie
6.75;.683333;Koumassi
9.8;.8;Koumalo
10.2;.933333;Koumakanga
8.933333;1.533333;Kouloumi
10.633333;.8;Koulouhou
10.633333;.8;Kolouhou
9.066667;1.45;Koulou
10.683333;.233333;Koulogé
6.733333;.983333;Koulékopé
9.866667;.6;Koulanion
7.35;1.466667;Glivé
7.35;1.466667;Gilvé
6.483333;1.15;Glidji
6.25;1.6;Glidji
6.75;.816667;Glèkové
6.716667;.833333;Glèkopé
6.716667;.833333;Glékové
7.316667;1.166667;Gleï
7.316667;1.166667;Jauwikovhe
6.95;1.133333;Glégbé
7.05;1.083333;Glakopé
6.966667;.55;Gbotsoko
