LAT;LONG;NAME
9.616667;3.083333;BINI
11.4;2.816667;FINFEGOU
6.583333;2.683333;BOZOUME
6.583333;2.683333;BOZUME
10.766667;.783333;BOUTONBOANGA
6.666667;2.05;GLOTOME
10.45;1.25;NEKUEMA
7.816667;1.85;ADJAFA
10.133333;1.633333;TOMHE
9.516667;1.666667;FANGOFOLO
5.5;4;BIGHTOFBENIN
6.4;1.95;GUEZIN
6.4;1.95;GBEZIN
7.133333;1.716667;RHOMTE
9.266667;2.383333;POURARI
10.3;2.883333;TASSEROU
6.766667;1.666667;DEVE
9.716667;2.766667;DEREGOUROU
9.433333;1.5;MADIATOM
9.833333;2.95;PEREKOU
10.466667;1.233333;PENNSIBOU
6.566667;1.766667;AZONLIHOUE
7.583333;1.833333;AZELELEDJI
10.566667;2.766667;KARAKOUDASSI
10.8;.816667;LATIELE
10.6;1.333333;TANFERE
10.833333;1.55;TANDAVO
10.016667;1.45;KANKIAKOU
9.95;2.983333;GUEMA
10.2;1.2;KOUMANTIGOU
10.633333;.933333;KOULOUMOUBOUANGA
6.866667;1.666667;SOHOUHOUSAHOUE
7.316667;1.833333;SOBOSIGON
9.016667;1.75;BONO
9.266667;2.733333;KOBOUARI
9.7;2.383333;DAROUSSOMENI
9.533333;1.416667;KOUKOKOLO
9.533333;1.416667;KOKOKOLO
8.533333;1.7;GOULE
10.883333;.916667;SIREBOINE
10.633333;1.683333;NITROUMA
10.966667;.933333;TANPASSEGA
10.716667;1.333333;TANMBOUFAGA
9.816667;1.45;KARLROUMDORHA
7.116667;1.633333;ESUIME
8.1;2.35;LIFO
11.183333;2.95;PEDE
7.333333;1.983333;AVOGBE
8.316667;2.55;EGBESSIA
6.383333;2.616667;SEME
6.383333;2.616667;PODJI
6.383333;2.616667;SEMEPODJI
6.7;2.233333;OUALI
10.616667;1.35;BOUNTA
10.783333;1.266667;BOULPOUFAAGA
10.533333;3.633333;KONGA
10.716667;1.033333;SAKANNOU
10.716667;1.033333;SEKANON
9;2.6;SEGOUROU
10.416667;1.066667;BENNTANKO
7.466667;1.716667;AGOTOHOUI
9.033333;2.05;WANOU
9.266667;2.416667;MONMBOURI
9.683333;1.983333;MOMONGOU
7.45;1.983333;GOUSSOUGON
9.283333;2.866667;GOURI
11.083333;3.016667;IPOUNA
10.683333;2.866667;SALOU
9.366667;1.85;SAKOUNANEUGBAWAPEROUN
9.366667;1.85;SAKOUOHAII
11.166667;2.2;TEMERE
6.666667;1.816667;TENOUKANME
6.666667;1.816667;TEHOUKOM
8.4;1.716667;DJERO
8.816667;2.6;PAPANE
11.283333;2.966667;PANGOU
8.2;2.633333;ATESSE
8.033333;2.716667;ATCHIKPAKA
9.983333;1.6;GOUMOURHOUSINNGREU
11.1;2.733333;GOUMBEKOGOU
10.5;1.333333;NOUANOUARGA
10.183333;1.9;SINMPEREROU
9.8;2.916667;BOLOUNEZERA
7.1;2.016667;KINTA
9.7;3.016667;KOUBOURE
9.666667;2.366667;KOUBERE
9.15;2.166667;SINAKPEROU
10.116667;1.7;BEHOKOU
6.466667;2.416667;SOZUCO
6.466667;2.416667;SOZOUNKO
6.466667;2.416667;SOZOUKO
6.466667;2.416667;SOZOUCO
10.466667;1.583333;SOUROUKOU
7.566667;1.966667;ALETINKPOTAHOUI
9.4;2.633333;WORE
10.633333;3.633333;GBINTE
9.2;2.433333;GBETEBOU
10.583333;1.1;NAROKOU
7.1;1.65;ABOLOUME
8.383333;1.816667;ABAKO
10.45;2.916667;TOKENA
9.7;1.65;TIOUTIOULRHO
6.433333;1.833333;OUMAKO
6.433333;1.833333;OUAMAKO
8.883333;2.283333;OUKONTAKODA
8.433333;1.883333;AKPASSI
9.566667;1.85;VANHOUI
10.2;2.666667;GANDO
10.766667;1.466667;SANTOILEBOYA
11.116667;2.75;GOUADOUMENOU
9.35;1.583333;OYOLO
9.35;1.583333;PELIFRIGUENIOU
10.6;1.566667;OUTOUNTEYA
10.6;1.566667;OUROUTOUNTAYA
9.083333;1.7;OUROUTOU
10.65;1.483333;TIKOU
9.666667;1.65;TIEUELRA
9.733333;1.866667;TIEMBARANGA
10.866667;1.116667;TIEGA
10.783333;.95;TIAZAGA
9.616667;1.45;DOOUNGLE
11.016667;2.9;KEREBOUYA
9.316667;1.533333;KEMETOUPENEZOULOU
10.1;2.716667;KEKPAKO
10.25;1.083333;KOUTANGOU
9.75;1.716667;KOUSSOUNTE
7.533333;1.85;HAMADOU
8.483333;2.416667;OKPASSA
10.833333;2.883333;OKOUNIEME
10.6;.783333;OKOLOBARA
7.216667;1.666667;OKI
8.016667;2.216667;OGUENI
8.216667;2.183333;AKLANPA
8.216667;2.183333;AKLAMPA
8.433333;2.716667;GBOUGBOU
8.45;2.466667;GBOBOLO
11.333333;2.5;GBESSERA
6.383333;1.983333;NAZOUME
6.383333;1.983333;NAZOUMERSTATION
9.566667;2.35;NATA
9.883333;1.55;NARLIRHA
10.333333;.966667;NANTIANGO
10.933333;1.116667;NANPOREYADE
7.983333;1.8;ADANHOUE
9.266667;2.65;ADAKPARO
6.55;2.583333;ABOGO
6.55;2.583333;ABOGA
9.716667;2.166667;FABA
6.633333;1.9;LOBOGO
6.616667;2.083333;LISSEGAZOUN
9.666667;1.466667;LIMEDA
7.416667;1.983333;LICHI
10.333333;1.433333;TANKASSIKA
10.2;2.75;PEDAROUGANDO
10.383333;.933333;PAYAKE
9.8;2.95;PASSO
9.866667;3.266667;DE
7.75;2.183333;DASSAZUME
7.75;2.183333;DASSAZOUME
6.3;1.9;AVLO
6.583333;1.733333;AVEDJI
10.316667;2.85;GOUNEROU
9.933333;1.583333;GOUMOURHOUGPANDOLOU
9.666667;1.7;GOUMBOUSSA
9.666667;1.7;GOUMBOUSSAR
10;2.483333;DANDAROU
10.366667;.833333;NYIANANDE
10.95;2.716667;NOUOKA
10.516667;1;NOUANGOU
10.733333;.9;KOUFOROUPISSIGA
6.383333;2.333333;AGONKAME
6.8;1.65;AGOHOUEBALIME
6.8;1.65;AGOKOUE
9.9;2.4;KOUMI
11.166667;2.316667;KOUMANKOUROU
9.933333;1.45;KOULVEMRHOU
9.866667;3.233333;KOULINEWOROU
9.283333;2.616667;SOKOUMENO
9.616667;1.45;SOKOBO
7.2;1.733333;SODJAGOTOE
10.716667;1.816667;BORO
9.3;2.566667;BORAROU
9.966667;1.816667;BOOUIREKOU
7.216667;1.783333;KOGBITOKOE
9.5;3.05;KOMIKOUBABI
9.566667;2.716667;KOLORI
10.866667;1.983333;KOLI
9.3;1.583333;KOKOTCHI
9.3;1.583333;KOKOTYI
9.066667;1.8;SEBETOU
9.45;1.766667;SAWOUNDI
7.966667;1.966667;FORETCLASSEEDESAVALOU
9.583333;2.283333;SASSOUROU
6.883333;1.983333;MOKPA
6.883333;1.983333;MAKPA
10.1;2.716667;MOKA
9.783333;1.433333;MOCHIRHA
6.683333;1.983333;METETON
6.683333;1.983333;MEDETOGBO
6.75;1.833333;TOSOUME
6.55;2.2;TORRICADA
6.55;2.2;TORIKADA
6.55;2.2;TORICADA
11.3;2.266667;TORANAGAGUI
9.133333;2.583333;SENAKOUASSO
10.366667;2.866667;SEMI
7.383333;1.916667;FOKI
9.133333;2.133333;BEYAKA
9.2;2.266667;BETEROU
10.016667;2.9;BEROUPANE
9.183333;2.45;OUBOU
10.533333;.966667;OUBANGOU
6.516667;2;OUEDJLO
6.516667;2;OUADJITO
9.866667;3.15;SOUNOUREKOU
7.016667;1.65;CLOVE
10.183333;2.466667;NIEGOUSSOUROU
10.883333;1.483333;KOUALEGOU
10.916667;1;KOTIOHOUM
10.416667;2.783333;KOTAGO
9.016667;2.6;SIDE
9.55;1.866667;SETIMSI
9.55;1.866667;MAMANGO
8.866667;2.616667;SEROU
9.366667;2.433333;BISSIRA
10.7;2.033333;BIOROU
10.583333;1;BINONINTIEGA
7;1.85;DJIHAMI
6.416667;2.616667;DJERIGBE
6.416667;2.616667;GERIGBE
6.416667;2.616667;GEREGBE
8.3;2.4;DJEGBEKANFANGOUDO
6.4;1.816667;DJANGLANME
6.4;1.816667;DJANGLAME
9.75;1.766667;KPARTAGO
7.683333;1.966667;OUIKLADJI
6.583333;2.3;DONDJO
7.416667;1.983333;DONA
6.5;2;DOME
9.483333;1.466667;KPOTOKPOTO
7.483333;1.683333;KPODE
9.35;1.7;KPIMA
11.45;2.366667;KPESSIDARA
9.783333;3.033333;BASSOUSSOU
9.766667;1.7;BASSOZA
9.766667;1.7;BASSOOUSSAR
10.616667;1.983333;BASSINI
10.633333;2.9;BASSANO
10.9;.933333;DOLIHONHOU
9.1;1.933333;DOGUE
10.5;.566667;SILEBONGO
10.5;.566667;KOUNTIENGA
10.5;.566667;SILEBONGA
7.616667;1.883333;BOIBABLIN
7.85;1.816667;BOGUI
7.25;1.883333;BOGBOHONOU
6.833333;1.766667;BODEME
8.016667;1.683333;AGAN
11.166667;2.85;TOUMAPENOU
9.1;2.35;KIETIA
9.733333;1.75;GA
9.75;1.7;PAMBALAO
9.75;1.7;KPAMALANGOU
9.55;1.55;KPAKOOURANGA
7.366667;1.983333;SAKETE
10.016667;1.416667;SAKASSON
9.05;2.5;SAKANA
9.55;3.1;MASSIAKOURA
9.5;1.816667;MASSAOKPARAO
10;1.566667;TEEBANI
10;1.566667;PANDOUROU
10.833333;.966667;TANFARGA
7.316667;1.783333;TANDJI
9.716667;3.233333;TANAKPE
9.966667;1.433333;KANKOULRHA
10.65;1.983333;KANIAMA
9.633333;1.483333;KANDIAKOUBONG
9.266667;1.55;LANTAE
7.55;1.866667;LANGBON
7.2;1.833333;LAGBORCHE
7.316667;1.783333;LABLOUTANGON
9.866667;1.6;TAMPEROUN
10.55;1.216667;KOYADI
10.566667;1.216667;KOUTIEKONGOU
6.616667;2.65;KOUTIOUEFI
6.616667;2.65;WETINKUTI
6.616667;2.65;KOUTI
6.616667;2.65;KUTIUEFI
6.616667;2.65;KUTIILEFI
10.183333;1.116667;KOUTATIEGOU
7.216667;1.966667;SOTTA
9.666667;2.916667;SORIGANDO
8.35;1.816667;OMINI
10.65;1.183333;BOULI
9.9;1.4;BOUKOI
7.783333;1.733333;AKPAKOUROU
11.116667;2.833333;GANDOGANGA
10.2;2.45;GANDO
10.9;2.166667;GANBORE
10.9;2.166667;GAMBORE
10.9;2.166667;GAMBURE
10.9;2.166667;GAMBOUE
11.233333;2.35;TINTEMOU
10.433333;2.566667;TINHOULE
9.95;1.65;SANYERANGOU
9.95;1.65;PANELRA
8.1;2.283333;SANSOUPE
9.916667;1.5;DARA
9.916667;3.216667;DANRI
10.75;1.5;CHAINEDELATAKORA
10.75;1.5;CHAINEDELATAKORA
10.75;1.5;CHAINEDELATAKOPA
10.75;1.5;MONTSDELATACORA
10.75;1.5;CHAINEDELATACORA
10.75;1.5;ATTACORA
10.75;1.5;MONTSDELATAKORA
10.75;1.5;CHAINEDELATACORA
10.75;1.5;ATAKORAMOUNTAINS
11.466667;2.783333;KOUNEGOU
9.4;1.45;ODOLA
8.316667;2.05;ODOKOTO
8.85;2.233333;ODOHOUKBA
8.8;2.2;ODOHOKPO
8.283333;1.9;ODOAGBA
7.016667;2.15;AGRINE
7.016667;2.15;AGRIME
7.466667;1.916667;AGOUSOTODJI
9.383333;1.45;AGOUGOU
8.283333;1.966667;AGAOUA
8.283333;1.966667;AGWA
8.283333;1.966667;AGOUA
8.283333;1.966667;AGUA
10.083333;1.933333;WARAKOU
10.683333;2.683333;WARA
9.766667;2.5;BAKOUBOUYA
6.883333;1.95;TCHI
11.466667;2.5;IBOKOTO
11.216667;2.8;DINE
10.466667;1.383333;DIKOKORE
11.2;2.383333;DIGBAGOUROU
9.616667;1.6;DIERHOU
7.266667;1.966667;AKOUESSA
9.933333;1.466667;FERMEDEPSEAN
9.933333;1.466667;BIEBEUSSENNRHA
7.466667;1.983333;ADJADJAGON
7.15;1.883333;ADIMADEGON
9.416667;1.983333;MONTADIANGDIA
9.283333;1.5;ADELI
8.366667;2.7;TONI
7.416667;1.733333;TOMETI
9.866667;2.5;BELKOKPAROU
8.35;1.616667;BELEDAI
7.233333;2.233333;ZOUTO
7;1.833333;HONDJIN
7.283333;1.95;HOGBAYE
7.283333;1.95;HOGBAHIE
6.45;2.233333;HEVIE
7.816667;1.933333;HEDJANAMONOU
9.733333;1.733333;DENDOURHOU
10.533333;.866667;KAYODE
9.8;1.366667;KATAKPALAO
10.733333;2.133333;PIKIRE
10.733333;2.133333;PEKERE
10.616667;.933333;PETINOU
7.35;1.816667;LOKUITE
9.816667;3.15;DONGBANE
10.1;2.35;BARO
9.95;1.966667;BARE
9.95;1.966667;BARI
7.166667;2.583333;PLATEAU
7.166667;2.583333;DEPARTEMENTDUPLATEAU
11.033333;2.283333;SABINESSON
10.666667;2.833333;RABANOU
10.8;.983333;POURNIARI
6.533333;1.766667;TOHANOU
6.533333;1.766667;TCHANOU
7.866667;1.816667;AKAKADOHO
6.6;1.666667;AHOUAME
7.383333;1.816667;AHOLOSOU
6.35;2.183333;AHOGBE
9.516667;2.333333;WEGO
9.683333;1.716667;WAWALRHA
10.183333;2.133333;WASSATOBRE
11.166667;2.216667;GBASSARA
11.216667;2.2;GBANTE
6.783333;1.733333;GBANAVE
7.05;1.816667;BOROME
10.75;1.533333;NAAGE
6.35;1.816667;TOKPA
11.3;2.416667;TOKEBANTA
7.016667;1.833333;TOKAME
6.383333;2.183333;LAGUNETOHO
10.283333;2.133333;TOBREDAROU
11.383333;2.3;TOBE
10.283333;1.266667;TISSOFONTI
10.283333;1.266667;TISOFONTI
9.4;2.566667;FORANEKPAROU
6.6;1.783333;LACTOHO
6.466667;2.3;OUEGA
7.35;1.75;OUEDIHOUKOLI
9.716667;1.916667;KONINGA
9.716667;1.916667;ANGARA
7.083333;1.683333;AMOUDOKOE
7.3;1.716667;AMETCHONOUI
7.883333;1.85;AMAZON
7.55;1.9;AMA
9.35;1.616667;YARI
11.316667;2.716667;YAOBEREGOU
10.483333;3.7;YANA
7;1.716667;TOUVOU
11.133333;2.316667;TOUNOUKEGO
8.816667;2.616667;GAMOUKA
11.033333;2.883333;GAMALI
11.2;2.966667;GALA
11.316667;2.533333;GAKASSENOU
6.516667;2.7;MERIDJONOU
6.516667;2.7;MERIDJONU
6.866667;1.833333;MEAVEKOU
9.6;1.766667;TIRANGA
9.6;1.766667;KIRANGA
10.35;1.45;TIORI
11.216667;2.316667;SOUNSOUN
8.5;2.416667;OUNBEKUIDO
7.816667;1.733333;OUKOUROUKOUKOU
7.016667;1.716667;ATTOHOUE
7.983333;1.816667;ESSAIGNON
7.45;1.683333;EKPI
8;1.683333;EKPA
8.466667;2.633333;ECHOKOFONVEKA
6.45;1.833333;DRE
9.65;1.366667;KANAODJA
9.4;2.683333;KAMIWOROU
11.45;2.433333;KALI
9.9;1.366667;KAKPALA
8.066667;2.283333;PASSI
9.416667;1.583333;PARAO
7.266667;1.9;PAOULAKPA
10.466667;1.183333;WAKOU
9.516667;1.566667;WAGA
8.85;2.433333;WABOU
11.1;2.3;SINWOGO
9.516667;1.733333;SINNGREU
9.516667;1.733333;SEGRE
11.333333;2.583333;KEYASSIE
11.283333;2.75;GOUNTIA
9.7;1.95;BARAKPANANGA
6.716667;2.783333;BAOUDJO
6.716667;2.783333;BAODJO
10.566667;.866667;ITOUADE
10.266667;1;ITADI
9.6;1.366667;DJOTO
9.766667;2.983333;OURARA
7.666667;1.65;OUNTO
9.216667;1.583333;TARE
10.1;1.416667;PERMA
9.283333;1.566667;FORETCLASSEEDEPENESSOULOU
9.283333;1.566667;FORETCLASSEEDEPENESOULOU
10.216667;2.916667;BABI
9.683333;1.716667;BABADJIMBA
7.266667;2.45;LACAZINI
7.266667;2.45;LACAZIRI
6.716667;2.116667;AYOU
7.466667;1.716667;ZOUKOUKAN
6.383333;2.233333;ZOUGOUDO
6.383333;2.233333;ZOUGODO
7.366667;1.65;ZONKLANDJI
7.083333;2.1;ZOGBODOME
7.083333;2.1;ZOBODOME
7.3;1.916667;ZINKAME
9.883333;3.1;SOUMAROU
10.9;2.85;SOUDE
9.866667;2.933333;GANDOUDONSARA
9.233333;2.25;BOKOSSEREROU
10.45;2.816667;BOKE
7.616667;1.85;MOLOUKOU
10.916667;2.883333;KIRONBOUYA
9.9;2.883333;KIRANE
7.016667;1.733333;KODJAHOUE
8.15;2.266667;KOBASSATE
10;3.016667;BEHEGOUHOUROU
10;3.016667;BEEGOUOUROU
7.383333;1.816667;BEDIME
10;1.8;GOZINA
10.7;2.666667;DASSARE
11.316667;2.366667;DAROUWIROU
9.65;2.466667;DARNO
9.866667;1.6;TCHAMOYE
9.866667;1.6;DARNINGA
9.866667;1.6;PABEGOU
10.2;1.383333;KOUKOUETOUKOU
10.383333;1.05;KOUKOGOU
10.15;1.266667;KOUISSIGOU
7.433333;1.666667;GOUGOUTA
7.716667;1.733333;OUHOUNIAGO
6.65;2.25;OUEZOUME
6.65;2.25;WAZUME
7.416667;1.8;OUEOUGON
9.6;3.25;KOURINEGA
10.85;2.916667;SONOUKOKA
11.2;2.466667;SONMBEREKEREKOU
11.283333;2.366667;SONGOROGOUROU
9.833333;2.4;BOUENI
8.266667;1.833333;BOUBOULE
7.25;1.983333;AHEVI
9.166667;2.166667;WARIMARO
9.166667;2.166667;OUARIMARO
9.15;2.166667;SOUBAKPEROU
10.483333;3.55;SOUARA
10.483333;3.55;SOTA
9.883333;3.1;BOUREROU
9.233333;2.516667;BOUN
7.716667;1.866667;KONKON
9.466667;1.6;KONGA
11.433333;2.85;KONEKOGA
9.733333;2.4;KONDEROU
9.583333;1.716667;BINIANGA
10;1.433333;BILFOOURHAKPASINGREU
9.55;1.45;NEGLEDE
9.55;1.45;KEKELEBA
10.633333;1.866667;FIRI
10.066667;1.533333;FINDARA
10.5;1.483333;FENIAGOUBOUTE
6.866667;1.833333;ARAME
7.383333;1.816667;AOUTE
9.2;2.783333;YEREMAROU
9.383333;1.6;YELENDOU
10.416667;1.233333;TAKIETOUOTA
10.816667;1.016667;TAGOPORGA
10.316667;1.216667;TADOUENNTA
10.316667;2.116667;CHIAKANOUKONE
10.083333;1.383333;TCHOUMITCHOUMI
9.316667;1.75;POUGOU
7.233333;1.866667;DJAHO
10.483333;1.033333;DITETEGLE
10.3;1.1;DIPOKO
9.466667;3.1;BAKEROU
9.5;3.05;BAKA
9.883333;2.616667;KPABO
6.466667;2.533333;HOUTEZOUME
10.3;2.316667;DODOROU
11.683333;2.366667;DOBALA
11.333333;2.483333;KPESSANROU
9.15;2.266667;KPERE
9.683333;1.45;KPELIDE
10.616667;1.316667;TIANTEFA
9.433333;2.516667;TIANBEREKOU
10.55;1.333333;TIAKALATOU
10.55;1.333333;TCHAKALAKOU
10.516667;1.133333;TIAETA
10.516667;1.133333;TAIETA
6.65;2.7;DANIGBE
6.65;2.7;BANINGBE
6.65;2.7;GAREBANIGBE
10.25;.916667;BANIANE
10.433333;1.55;BANGRETAMOU
10.433333;1.55;BANGUIRITAMOU
7.016667;1.983333;AOUAKAME
9.716667;1.5;ANOUN
9.716667;1.5;KOSSARAROUM
10.283333;2.333333;ANGARADEOUROU
9.333333;2.266667;YEBESSI
8.483333;2.616667;YAWI
11.316667;2.65;YASSIRISSON
10.166667;1.3;KOUANKOUKOUANGOU
11.25;2.266667;GONPONBOUYA
7.2;1.9;GOME
10.183333;1.6;NIARO
10.183333;1.6;NIORO
9.033333;2.183333;NIANMPIKI
7.416667;1.716667;GOUGOU
9.2;2.483333;GOUAROU
6.983333;1.733333;HOUGBAME
7.4;1.8;HOUEDANHOUGON
7.25;1.666667;HONHOUN
10.533333;2.65;MARI
10.366667;1.316667;TAMIENGOU
11.033333;2.216667;TAMANKOUROU
10.766667;2.2;TINGOUROU
9.1;2.883333;TANDOU
9.1;2.883333;TINDOU
9.1;2.883333;TENDU
9.1;2.883333;TENDOU
9.1;2.883333;TANDU
10.65;.833333;TINDAWANGA
11.366667;2.6;TIMMBEREKOU
10.483333;1.95;TIKOUDAROU
9.466667;3.1;DOUNGANKPARO
10.883333;1.516667;DOUGOUTEABOU
9.3;2.566667;DOUEROU
9.383333;2.116667;WEWE
10.783333;2.8;WERE
10.783333;2.8;OUERE
7.516667;1.666667;GBELOE
11;2.666667;GBEDAROU
9.65;3.016667;NANGOBIGANDO
10.433333;.883333;NANAGADE
9.616667;3.2;NAMORI
11.216667;2.9;NAGABITA
9.816667;1.383333;NABRO
10.95;1.55;TADANGOU
10.133333;1.3;TABANGATIETA
7.333333;1.833333;SOVLEGNI
10.2;2.883333;NIONE
9.55;2.816667;NIESSI
9.933333;1.4;NIENEKOUE
10.233333;1.716667;NIEKREBANSOU
10.233333;1.716667;NIEKENEBANSOU
8.783333;2.233333;AGBASSA
7.85;1.916667;AGBALAKUN
10.066667;1.3;WANKO
10.066667;1.3;OUANKO
10.066667;1.3;OUONKO
10.95;3.333333;WANA
9.983333;1.683333;GARAKOURSI
7.4;1.75;GANKPONZALI
9.833333;1.683333;GANGASSI
10.833333;2.466667;MOROKOU
6.283333;1.85;MONO
6.283333;1.85;MONU
6.283333;1.85;AGOMERIVER
6.283333;1.85;HAHO
9.7;2.283333;MONDOURO
9.5;1.383333;KOUNAKOURO
10.633333;1.833333;GOUTERE
10.033333;1.633333;GOUSSONBOUYA
10.7;1;TCHALBOUIKA
10.4;1.033333;TATOUTA
10.45;1.416667;TATABA
10.8;2.6;DIADIA
7.216667;1.933333;DETOHOU
6.683333;1.833333;ZOUNKPE
6.683333;1.833333;ZOUNKPA
10.6;1.033333;MAHONTINGA
9.366667;2.533333;SOUROU
8.15;1.9;ALOBA
8.883333;1.783333;ALLEBALOU
10.75;2.416667;FORETCLASSEEDELALIBORISUPERIEUR
9.266667;1.566667;ALENE
11.166667;2.983333;ALAFIAROU
11.283333;2.666667;YAFEKOGA
10.933333;1.483333;YABITI
9.2;2.533333;WOTOUROU
11.066667;2.783333;WONIOUROUKOU
10.433333;1.166667;LOKONKOUANE
8.05;1.966667;LODJI
6.5;2.266667;TANTO
10.533333;.816667;TANTANE
10.183333;1.15;TANONTANI
10.5;1.316667;TANMBOYOTOUFA
10.6;1.383333;TANMBARAGOU
6.55;2.45;DEKINAFIO
6.55;2.45;DEKINFYO
6.966667;1.7;DEKAME
6.966667;1.7;DECAME
9.866667;2.9;DEBOU
9.283333;2.466667;KASSAKPERE
7.166667;1.816667;FAGIGARHOE
10.75;1.266667;MOUNHON
11.383333;2.533333;KOKE
10.366667;1.516667;FAYOURE
10.033333;1.383333;FASSOBOUFA
10.033333;1.383333;FABASOFA
10.233333;1.483333;FOKOUATEFE
10.233333;1.483333;FAKOUETIFE
9.033333;1.616667;GUIFELA
9.966667;2.95;GUEROU
7.833333;1.316667;OGOU
7.833333;1.316667;GUGU
7.833333;1.316667;GOUGOU
7.833333;1.316667;OGU
8.2;2.633333;ALAFIA
8.2;2.633333;HALAFIA
8.8;2.216667;AKPON
7.466667;1.733333;AKPETE
8.266667;2.583333;WOLOKO
10.5;2.95;WISSIYEROU
9.65;2.216667;SORI
7.333333;1.866667;SOPOUNTA
7.416667;1.966667;SOPA
9.25;2.35;GBEROUKPANE
10.716667;2.033333;YAKRIGOUROU
10.716667;2.033333;YAKRIGURU
10.716667;2.033333;SAKRIGOUROU
8.483333;2.433333;YAKOKO
6.516667;2.366667;TOPO
6.516667;2.366667;GOLOTOKPA
6.516667;2.366667;GOLO
9.333333;2.483333;GOGBOREROU
7.766667;1.733333;GODO
11.266667;2.816667;NIANAKOGA
10.483333;1.983333;NIAMAKOUEKPARE
9.766667;2.816667;NIAKPARE
9.833333;1.683333;NIABANMGA
9.266667;1.716667;NGMELLANG
10.35;2.75;KONTI
7.783333;1.733333;ADJAKOKOU
11.3;2.966667;ATAKI
6.366667;2.033333;ASSOGBENOU
6.366667;2.033333;HALTEDASOGBENOU
7.333333;1.833333;ASAGON
11.25;2.466667;AROUBERE
8.083333;2.3;ARHOBOBBO
10.666667;.9;YOYOLI
9.9;1.866667;YOUROUSSONGA
9.9;1.866667;YOROUSSONGA
10.65;1.416667;YOGOTERRI
8.716667;2.533333;YOBOUE
9.2;2.216667;YEVE
9.516667;3.166667;YEROU
9.8;3.15;GORE
9.066667;2.433333;KPEBA
10;1.783333;KPATORO
7.416667;1.8;KPATAKPODJI
10.716667;1;SAMON
10.683333;.916667;SAMAHOU
10.033333;2.85;BOUINSIO
11.45;2.466667;BOUGOUTENA
10.166667;1.95;BOUEROUBANKRANNOU
10.166667;1.95;BEREGNAMNO
10.166667;1.95;BEROGNANINO
10.166667;1.95;BEROGNAMNO
10.166667;1.95;BEROGNAMA
9.666667;1.65;PANIENANDOU
7.3;1.683333;ATRI
7.216667;1.666667;ATOMEAHEVI
7.383333;1.766667;ATENOUGON
7;1.7;ATCHOUE
9.716667;1.516667;ATAKOUZAR
10.266667;2.733333;BEBAROKOU
10.566667;1.483333;BAZIKOU
9.466667;1.466667;BATIOWO
9.466667;1.466667;BANKABIA
8.333333;2.016667;KAKOA
7.516667;1.85;KAKATE
10.683333;1.033333;DAMON
9.95;3.116667;DAKOU
10.116667;1.866667;DAGUI
6.566667;2.7;DAGBE
6.566667;2.7;DAAGBE
8.716667;1.85;MONTSKOUFFE
9.533333;1.45;KOUELE
9.533333;1.45;DJOUE
8.383333;1.65;MONTKOUDIA
9.85;2.95;KOUBOURE
9.166667;2.516667;SAKPANOU
10.933333;1.066667;SAKOEHOUM
10.933333;1.066667;SOKOUEOU
9.15;2.333333;BANIGUIRI
10.55;2.683333;TERA
9.916667;1.883333;TEOKOUKA
9.9;2.466667;TEME
9;2.583333;TEPARAMARO
9;2.583333;TEKPAROU
9;2.583333;TEKPARA
10.683333;1.633333;TEEBOURFA
6.916667;1.666667;DJIPAME
7.066667;1.916667;LOUKPE
9.45;1.533333;KAOUTE
10.916667;.95;KANTOBI
9.066667;1.933333;PENDERE
7.383333;1.75;PELEKEGON
9.85;2.316667;PEDORE
8.2;1.666667;MONTLARE
8.833333;1.683333;AWORO
10.383333;1.75;SEKOUGOUROU
10.383333;1.75;SECOUGOUROU
9.85;3.316667;SEKOBOUMPARO
11.35;2.983333;SEKALE
9.05;2.75;SEGOUTOU
9.066667;2.533333;BEREKPANE
8.95;2.633333;BERADOUROU
10.6;.966667;KOUASSEFOUA
7.033333;1.983333;SINHOUE
10.766667;.95;SINDORITONEA
9.8;3.216667;SINASSINROU
10.616667;2.666667;SINABANOU
6.466667;2.416667;RIVIEREZOU
6.466667;2.416667;SO
8.183333;2.366667;NONOME
9;2.5;NIZOUHABOU
10.116667;2.9;NIOKALAKALE
10.116667;2.9;NIONKALAKALE
10.116667;2.9;NIONKALAKAFE
11.35;2.583333;BONMBOLO
11.266667;2.333333;BONIGUI
7;1.683333;AGNIBANDJIN
6.633333;1.966667;AGBODJI
7.333333;1.95;AGBLOME
7.233333;1.75;VOLLILATADJI
9.716667;1.816667;VERGOU
7;-4;OBERGUINEA
7;-4;GUINEASETTENTRIONALE
7;-4;UPPERGUINEA
7;-4;GUINEADELNORTE
7;-4;NORTHERNGUINEA
9;1.816667;KOAKOALIKI
9.633333;2.366667;KOKOSIKA
9.516667;1.583333;KOKOOURHOU
9.516667;1.583333;KOKOUROU
11.333333;2.55;KOKOLE
7.316667;1.9;SASEGOUIBASAGO
9.966667;3.033333;SARAKPAROU
9.283333;2.65;MOUNDOURO
10.266667;1.3;MOUKONTAMOU
10.616667;1.05;MOUARKA
10.283333;2.9;KOURANKOURE
10.25;1.016667;KOUPOKOU
7.35;2.3;BANAMEASSIANGBOME
9.95;3.416667;SANSI
11.616667;2.433333;SANPETO
10.533333;1.016667;SANIOURI
10.85;1.466667;SANGOU
8.116667;2.716667;SANDEOU
10.283333;2.95;OROBOROKPAROU
7.133333;2.066667;KANA
